Description,Value,Timing,Start,End,RL_PVR,LL_PVR,RA_DET1,RA_BLD1,RA_OCS1,LA_DET1,LA_BLD1,LA_OCS1,RL_DET1,RL_BLD1,RL_OCS1,RL_DET2,RL_BLD2,RL_OCS2,LL_DET1,LL_BLD1,LL_OCS1,LL_DET2,LL_BLD2,LL_OCS2,TRADET,TRAOCC,TLADET,TLAOCC,TRLDET,TRLOCC,TLLDET,TLLOCC,
CALo_LLO__(V0),-14100,STDA_CalibrateAtmos,0,0,71.0853,65.94182,51.14914,0,211.9604,50.70624,83.35201,211.9604,39.11955,83.71835,178.3495,,,,41.51831,85.05293,178.9449,,,,0,0,0.3565758,0,0,1.551634,0,0,
CALo_RLD__(V3),-5163,STDA_CalibrateHold,0,0,69.51509,65.57748,51.1828,0,211.9474,50.71838,82.79143,211.9474,39.10669,83.06049,178.338,,,,41.52556,84.37375,178.9335,,,,0,0,0.3939332,0,0,1.556278,0,0,
CALo_RLO__(V2),8373,STDA_CalibrateMax,0,0,67.79019,65.05585,51.17016,0,211.9346,50.72585,82.26172,211.9346,39.10744,82.40021,178.3263,,,,41.52501,83.71981,178.9219,,,,0,0,0.3685302,0,0,1.574111,0,0,
Type,Normal,STDA_ADCTest,0,0,67.27644,63.98051,51.16476,0,211.9221,50.73333,81.70171,211.9221,39.11209,81.95968,178.3148,,,,41.53393,83.06216,178.9107,,,,0,0,0.3534005,0,0,1.562037,0,0,
Ability,V2.240,STDA_AutoZero,1,257,67.30862,63.75035,51.16346,0,211.9094,50.7393,81.37162,211.9094,39.10521,81.37346,178.3033,,,,41.52054,82.61858,178.8994,,,,0,0,0.3758149,0,0,1.541232,0,0,
DataViewer,0.047,STDA_AutoZeroComplete,257,1082,67.43071,64.55932,51.167,0,211.8967,50.72585,80.67835,211.8967,39.10073,80.81111,178.2919,,,,41.51608,82.25352,178.8881,,,,0,0,0.3504119,0,0,1.553306,0,0,
,,STDA_FT_DivertTest,0,0,67.45864,64.94751,51.16644,0,211.8841,50.7139,80.37056,211.8841,39.12234,80.28142,178.2806,,,,41.52482,81.76475,178.8767,,,,0,0,0.3565758,0,0,1.562037,0,0,
,,STDA_FT_DivertSettle,0,0,66.68681,65.55335,51.14839,0,211.8718,50.71241,79.70684,211.8718,39.11433,79.72199,178.2693,,,,41.53226,81.11228,178.8652,,,,0,0,0.362553,0,0,1.556278,0,0,
,,STDA_FT_AutoZeroWait,0,0,65.88272,66.82615,51.15453,0,211.8596,50.72137,79.37192,211.8596,39.11508,79.17151,178.258,,,,41.50567,80.39018,178.8535,,,,0,0,0.3773091,0,0,1.551634,0,0,
,,STDA_FT_PreVentWait,0,0,67.43647,67.46062,51.17685,0,211.8474,50.72884,78.71644,211.8474,39.09552,78.40498,178.2468,,,,41.50716,79.76907,178.8425,,,,0,0,0.3877692,0,0,1.560551,0,0,
,,STDA_FT_DumpVent,0,0,69.8735,69.13807,51.14542,0,211.8353,50.70792,78.16506,211.8353,39.11657,77.7795,178.2356,,,,41.4908,79.32384,178.8311,,,,0,0,0.3623662,0,0,1.555535,0,0,
,,STDA_FT_ROccVent,0,0,70.89371,71.56922,51.16253,0,211.8233,50.71016,77.43114,211.8233,39.10912,77.132,178.2244,,,,41.5198,78.7277,178.8199,,,,0,0,0.3760017,0,0,1.550891,0,0,
,,STDA_FT_LOccVent,0,0,71.24591,72.55698,51.15286,0,211.8112,50.70026,76.78421,211.8112,39.11116,76.45216,178.2135,,,,41.51218,78.17354,178.8089,,,,0,0,0.3789902,0,0,1.550148,0,0,
,,STDA_FT_RDetVent,0,0,72.04046,72.6179,51.15453,0,211.7992,50.73613,76.14014,211.7992,39.11359,76.02122,178.2026,,,,41.51813,77.64169,178.798,,,,0,0,0.3565758,0,0,1.541418,0,0,
,,STDA_FT_LDetVent,0,0,73.94527,72.52665,51.14839,0,211.7872,50.72118,75.68516,211.7872,39.12234,75.43512,178.1918,,,,41.52203,77.30097,178.7872,,,,0,0,0.3900107,0,0,1.54569,0,0,
,,STDA_FT_PostVentTopup,0,0,74.52242,72.40727,51.1456,0,211.7753,50.70942,75.10316,211.7753,39.11806,75.08949,178.1812,,,,41.52203,77.04539,178.7764,,,,0,0,0.3767488,0,0,1.559065,0,0,
,,STDA_FT_LeakTest,0,0,74.14965,73.58892,51.14858,0,211.7634,50.71988,74.76282,211.7634,39.11638,74.63528,178.1703,,,,41.51534,76.44935,178.7658,,,,0,0,0.3610587,0,0,1.555349,0,0,
,,STDA_FT_TopUpWait,0,0,73.77951,74.73061,51.16179,0,211.7515,50.70045,74.08371,211.7515,39.1283,74.17329,178.1598,,,,41.53077,76.0519,178.7551,,,,0,0,0.3795506,0,0,1.567424,0,0,
,,STDA_FT_TopUp,0,0,73.82271,74.88128,51.14542,0,211.7396,50.69149,73.7699,211.7396,39.1432,73.75269,178.1492,,,,41.52649,75.41555,178.7448,,,,0,0,0.4014046,0,0,1.562222,0,0,
,,STDA_FT_Inflate,0,0,73.85539,74.62922,51.15658,0,211.7279,50.7167,73.10548,211.7279,39.12011,73.08708,178.1387,,,,41.51738,75.09226,178.7342,,,,0,0,0.3845938,0,0,1.557764,0,0,
,,STDA_FT_Deflate,0,0,72.75433,74.10592,51.13054,0,211.7163,50.70493,72.77303,211.7163,39.11787,72.57102,178.128,,,,41.52036,74.41991,178.7236,,,,0,0,0.3832863,0,0,1.543647,0,0,
,,STDA_FT_BleedVent,0,0,71.5061,74.21603,51.14393,0,211.7047,50.70923,72.33613,211.7047,39.12402,71.81693,178.1176,,,,41.53969,73.87591,178.713,,,,0,0,0.3707716,0,0,1.554606,0,0,
,,STDA_FT_OccDump,0,0,70.76337,74.06794,51.16644,0,211.6929,50.6885,71.85821,211.6929,39.11657,71.39168,178.1073,,,,41.52054,73.14269,178.7025,,,,0,0,0.3685302,0,0,1.535288,0,0,
,,STDA_FT_DetDump,0,0,70.2527,74.14046,51.13667,0,211.6814,50.67262,71.44245,211.6814,39.10167,70.82655,178.0969,,,,41.52352,72.49284,178.6921,,,,0,0,0.362553,0,0,1.526557,0,0,
,,STDA_FT_Process,0,0,71.27312,74.80507,51.12105,0,211.67,50.68233,70.77893,211.67,39.10818,70.24505,178.0866,,,,41.53467,71.85048,178.6813,,,,0,0,0.3825392,0,0,1.545876,0,0,
,,STDA_CL_Inflate,0,0,73.24664,74.65639,51.13072,0,211.6585,50.69597,70.47986,211.6585,39.11731,69.72109,178.0763,,,,41.52947,71.17534,178.6706,,,,0,0,0.3461158,0,0,1.54439,0,0,
,,STDA_CL_Hold,0,0,74.07508,75.25747,51.13072,0,211.6469,50.69429,69.80042,211.6469,39.10167,69.16423,178.0656,,,,41.52054,70.51955,178.66,,,,0,0,0.373013,0,0,1.564452,0,0,
,,STDA_CL_Isolate,0,0,74.5008,76.48943,51.13221,0,211.6355,50.70774,69.25307,211.6355,39.10744,68.61012,178.0551,,,,41.54267,70.08179,178.6494,,,,0,0,0.3601248,0,0,1.529529,0,0,
,,STDA_CL_Measure,0,0,74.84896,76.59619,51.13054,0,211.6237,50.68158,68.74445,211.6237,39.11433,67.84515,178.0444,,,,41.52407,69.49223,178.6388,,,,0,0,0.3842203,0,0,1.556836,0,0,
,,STDL_Idle,0,0,75.5011,77.18736,51.14095,0,211.6124,50.68532,68.16598,211.6124,39.11563,67.21983,178.0337,,,,41.52947,68.93119,178.6281,,,,0,0,0.3685302,0,0,1.556278,0,0,
,,STDL_InitialInflate,310,1081,76.34563,78.33501,51.13351,0,211.601,50.704,67.84116,211.601,39.11433,66.5717,178.0231,,,,41.51887,68.18173,178.6174,,,,0,0,0.3758149,0,0,1.533244,0,0,
,,STDL_InitialPresHold,1081,2120,76.66073,78.70511,51.1456,0,211.5895,50.67262,67.15053,211.5895,39.11787,66.11223,178.0125,,,,41.52185,67.54839,178.6067,,,,0,0,0.3773091,0,0,1.567238,0,0,
,,STDL_InitialTopUp,2222,2556,75.94132,78.67984,51.13519,0,211.5783,50.68158,66.61922,211.5783,39.12178,65.53458,178.0019,,,,41.52277,67.12044,178.5961,,,,0,0,0.366102,0,0,1.561479,0,0,
,,STDL_AR_Init,0,0,75.02729,78.34779,51.15583,0,211.5668,50.67953,66.10364,211.5668,39.11061,65.19283,177.9914,,,,41.51534,66.51685,178.5853,,,,0,0,0.371332,0,0,1.55925,0,0,
,,STDL_Arm_TopUp,0,0,73.6183,78.33117,51.15304,0,211.5552,50.65861,65.52446,211.5552,39.12756,64.51321,177.9807,,,,41.51162,65.96189,178.5746,,,,0,0,0.396735,0,0,1.562222,0,0,
,,STDL_Arm_Inflate,0,0,72.50906,78.25986,51.18243,0,211.5441,50.68084,65.20244,211.5441,39.11601,63.98021,177.9702,,,,41.51534,65.21306,178.564,,,,0,0,0.3526533,0,0,1.533987,0,0,
,,STDL_Arm_Deflate,0,0,71.77092,77.20922,51.16774,0,211.5328,50.66309,64.73018,211.5328,39.10464,63.24208,177.9599,,,,41.52054,64.57727,178.5533,,,,0,0,0.362553,0,0,1.551634,0,0,
,,STDL_Arm_ProcessWait,0,0,71.17833,76.82906,51.15304,0,211.5217,50.65861,64.27235,211.5217,39.11061,62.81184,177.9494,,,,41.52333,63.93074,178.5429,,,,0,0,0.3685302,0,0,1.559993,0,0,
,,STDL_Arm_Process,0,0,70.95855,77.39656,51.159,0,211.5101,50.66758,63.85499,211.5101,39.12905,62.24471,177.9389,,,,41.52036,63.47369,178.5323,,,,0,0,0.3668491,0,0,1.554606,0,0,
,,STDL_PVR,3665,4065,70.64275,77.66037,51.14542,0,211.499,50.67057,63.18584,211.499,39.12253,61.66621,177.9286,,,,41.53244,62.8939,178.5217,,,,0,0,0.3745074,0,0,1.565009,0,0,
,,STDL_AnkleWait,4065,4825,71.25848,77.80452,51.13519,0,211.4878,50.67486,62.89106,211.4878,39.09999,60.92092,177.9182,,,,41.52185,62.55278,178.5113,,,,0,0,0.3834731,0,0,1.548662,0,0,
,,STDL_AnkleCommon,4825,8625,71.68121,77.85381,51.12905,0,211.4771,50.67561,62.21063,211.4771,39.11731,60.29061,177.9078,,,,41.53839,61.87346,178.5008,,,,0,0,0.3743206,0,0,1.541418,0,0,
,,STDL_P1_Inflate,9634,10964,71.81866,77.33939,51.11063,0,211.4661,50.66141,61.88251,211.4661,39.10912,59.85925,177.8975,,,,41.51013,61.34005,178.4904,,,,0,0,0.3662888,0,0,1.557393,0,0,
,,STDL_P1_DeflateWait,10964,11117,72.12943,76.85693,51.12012,0,211.4551,50.65842,61.22807,211.4551,39.12532,59.25692,177.8875,,,,41.51905,60.82209,178.48,,,,0,0,0.3668491,0,0,1.571696,0,0,
,,STDL_P1_Deflate,11320,15178,72.23263,76.12909,51.11268,0,211.4441,50.64815,60.67374,211.4441,39.11731,58.92226,177.8773,,,,41.51738,60.4652,178.4697,,,,0,0,0.3610587,0,0,1.541232,0,0,
,,STDL_P1_OccVent,15190,15331,72.81033,76.10261,51.14095,0,211.4334,50.66907,60.16144,211.4334,39.10371,58.24614,177.8672,,,,41.50846,59.99578,178.4599,,,,0,0,0.3700245,0,0,1.543647,0,0,
,,STDL_P1_Process,15534,15535,73.10056,76.62799,51.12551,0,211.4225,50.65245,59.80775,211.4225,39.12104,57.92844,177.8568,,,,41.52203,59.54769,178.4498,,,,0,0,0.3860881,0,0,1.566681,0,0,
,,STDL_P2_InitialInf,0,0,72.95297,76.47594,51.11287,0,211.4119,50.63676,59.55431,211.4119,39.10521,57.26562,177.847,,,,41.54713,58.90289,178.4399,,,,0,0,0.3593776,0,0,1.557579,0,0,
,,STDL_P2_Inflate,0,0,72.65549,76.46265,51.09184,0,211.4018,50.62181,59.18116,211.4018,39.1283,56.9334,177.837,,,,41.52054,58.60212,178.4302,,,,0,0,0.3722659,0,0,1.547176,0,0,
,,STDL_P2_DeflateWait,0,0,72.48891,75.81025,51.08459,0,211.3924,50.62256,58.8544,211.3924,39.10464,56.27582,177.827,,,,41.53895,58.13757,178.4205,,,,0,0,0.3655416,0,0,1.554606,0,0,
,,STDL_P2_Deflate,0,0,72.77947,74.82408,51.09035,0,211.3826,50.63097,58.53662,211.3826,39.12998,55.72495,177.8172,,,,41.52482,57.66753,178.4111,,,,0,0,0.3849674,0,0,1.547919,0,0,
,,STDL_P2_OccVent,0,0,73.5777,74.67326,51.09649,0,211.3731,50.60033,58.1974,211.3731,39.12551,54.99139,177.8075,,,,41.55326,57.25574,178.4014,,,,0,0,0.3550815,0,0,1.550148,0,0,
,,STDL_P2_Process,0,0,74.43774,74.20341,51.1097,0,211.3637,50.62107,57.86948,211.3637,39.11936,54.56405,177.7977,,,,41.54861,56.58694,178.3919,,,,0,0,0.3675962,0,0,1.548848,0,0,
,,STDL_AnkEmergOccVent,0,0,73.97154,73.75405,51.10077,0,211.3542,50.62405,57.54117,211.3542,39.12756,53.99347,177.7881,,,,41.56051,56.29007,178.3824,,,,0,0,0.3633001,0,0,1.55312,0,0,
,,STDL_AnkEmergDetVent,0,0,73.16767,73.31283,51.09352,0,211.3452,50.61957,57.20935,211.3452,39.13426,53.6363,177.7782,,,,41.55531,55.61092,178.373,,,,0,0,0.3668491,0,0,1.563709,0,0,
,,STDL_Abort,0,0,72.6447,72.66494,51.11268,0,211.3358,50.61826,56.88,211.3358,39.12923,52.96461,177.7684,,,,41.53672,55.28264,178.3637,,,,0,0,0.3618059,0,0,1.552377,0,0,
,,STDL_Complete,15535,15536,72.64755,72.12156,51.10691,0,211.326,50.61808,56.55017,211.326,39.12923,52.43146,177.7588,,,,41.53393,54.62788,178.354,,,,0,0,0.3743206,0,0,1.535288,0,0,
,,STDL_CalibrateAtmos,0,0,72.34409,71.62451,51.10821,0,211.316,50.61079,56.21984,211.316,39.13445,51.91079,177.7489,,,,41.54583,54.07381,178.3446,,,,0,0,0.3698377,0,0,1.539932,0,0,
,,STDL_CalibrateHold,0,0,71.52456,71.78109,51.10319,0,211.3061,50.60463,55.89,211.3061,39.13296,51.33562,177.739,,,,41.54713,53.34144,178.335,,,,0,0,0.3647944,0,0,1.539932,0,0,
,,STDL_CalibrateMax,0,0,70.46085,71.14748,51.11137,0,211.296,50.59286,55.56001,211.296,39.13519,50.79262,177.729,,,,41.53988,52.69438,178.3253,,,,0,0,0.3670359,0,0,1.556464,0,0,
,,STDL_ADCTest,0,0,69.67114,70.72362,51.10375,0,211.2857,50.60164,55.00995,211.2857,39.10148,50.02634,177.7192,,,,41.54713,52.04988,178.3157,,,,0,0,0.366102,0,0,1.566495,0,0,
,,STDL_AutoZero,1,258,69.03527,70.82417,51.10542,0,211.2753,50.58165,54.60665,211.2753,39.13054,49.61819,177.7092,,,,41.54713,51.59523,178.3061,,,,0,0,0.362553,0,0,1.555349,0,0,
,,STDL_AutoZeroComplete,0,0,67.9905,71.44801,51.09575,0,211.2651,50.60033,54.17887,211.2651,39.12327,49.04572,177.699,,,,41.52779,51.01316,178.2962,,,,0,0,0.3683434,0,0,1.572625,0,0,
,,STDL_FT_DivertTest,0,0,67.86646,72.22524,51.10394,0,211.2547,50.57624,53.93849,211.2547,39.11209,48.68342,177.689,,,,41.52036,50.45276,178.2865,,,,0,0,0.3748809,0,0,1.558507,0,0,
,,STDL_FT_DivertSettle,0,0,69.25769,72.09579,51.09035,0,211.244,50.58913,53.58134,211.244,39.10744,48.01578,177.6788,,,,41.52482,49.70039,178.2768,,,,0,0,0.3633001,0,0,1.553306,0,0,
,,STDL_FT_AutoZeroWait,0,0,71.24108,72.1387,51.0978,0,211.2331,50.58521,53.23956,211.2331,39.1283,47.48164,177.6684,,,,41.53653,49.06877,178.2669,,,,0,0,0.3745074,0,0,1.559808,0,0,
,,STDL_FT_PreVentWait,0,0,71.56826,71.91637,51.09352,0,211.2219,50.57119,52.70646,211.2219,39.10017,46.74028,177.6581,,,,41.52185,48.42064,178.2574,,,,0,0,0.3832863,0,0,1.549591,0,0,
,,STDL_FT_DumpVent,0,0,71.12195,71.37684,51.10226,0,211.2106,50.58875,52.29579,211.2106,39.10688,46.31256,177.6479,,,,41.54583,47.96326,178.2479,,,,0,0,0.3608719,0,0,1.542904,0,0,
,,STDL_FT_ROccVent,0,0,70.65421,70.62179,51.10245,0,211.1991,50.58987,51.64727,211.1991,39.11209,45.74483,177.6376,,,,41.54564,47.38422,178.2385,,,,0,0,0.3849674,0,0,1.568724,0,0,
,,STDL_FT_LOccVent,0,0,69.9127,69.9379,51.12217,0,211.1877,50.6078,51.11651,211.1877,39.11414,45.16589,177.6276,,,,41.53374,46.82271,178.229,,,,0,0,0.3668491,0,0,1.563523,0,0,
,,STDL_FT_RDetVent,0,0,69.56714,69.11322,51.09929,0,211.1759,50.58969,50.36652,211.1759,39.14041,44.64109,177.6174,,,,41.55178,46.07006,178.22,,,,0,0,0.3722659,0,0,1.553863,0,0,
,,STDL_FT_LDetVent,0,0,69.39864,67.89507,51.10672,0,211.1638,50.61808,49.72343,211.1638,39.10762,44.08394,177.6076,,,,41.55457,45.659,178.211,,,,0,0,0.3760017,0,0,1.571882,0,0,
,,STDL_FT_PostVentTopup,0,0,68.38384,67.16315,51.09705,0,211.1512,50.60015,49.08216,211.1512,39.12849,43.75031,177.5983,,,,41.54267,45.30392,178.2021,,,,0,0,0.3646077,0,0,1.574854,0,0,
,,STDL_FT_LeakTest,0,0,67.35178,66.24429,51.09352,0,211.1385,50.59865,48.40404,211.1385,39.09422,43.27845,177.5887,,,,41.57018,45.01766,178.1935,,,,0,0,0.3558287,0,0,1.552563,0,0,
,,STDL_FT_TopUpWait,0,0,67.2632,64.49983,51.10821,0,211.1247,50.5966,47.74988,211.1247,39.11731,42.82423,177.5791,,,,41.562,44.44686,178.185,,,,0,0,0.3849674,0,0,1.572439,0,0,
,,STDL_FT_TopUp,0,0,67.70742,64.50252,51.09575,0,211.1106,50.58688,47.09203,211.1106,39.10017,42.18433,177.5699,,,,41.56572,43.82281,178.1762,,,,0,0,0.3534005,0,0,1.55182,0,0,
,,STDL_FT_Inflate,0,0,68.00778,65.81394,51.1151,0,211.097,50.59211,46.42865,211.097,39.1134,41.66233,177.5604,,,,41.55029,43.32911,178.1675,,,,0,0,0.3692773,0,0,1.577083,0,0,
,,STDL_FT_Deflate,0,0,69.245,66.50889,51.11863,0,211.0842,50.58688,45.77018,211.0842,39.11116,41.12363,177.5507,,,,41.5488,42.76626,178.1587,,,,0,0,0.3728263,0,0,1.556278,0,0,
,,STDL_FT_BleedVent,0,0,71.65851,66.60129,51.08887,0,211.0725,50.56877,45.11029,211.0725,39.12253,40.55677,177.5409,,,,41.562,42.20606,178.15,,,,0,0,0.3789902,0,0,1.556093,0,0,
,,STDL_FT_OccDump,0,0,73.20478,66.79545,51.07547,0,211.0619,50.58819,44.6697,211.0619,39.10464,39.79424,177.5311,,,,41.56498,41.66714,178.1414,,,,0,0,0.3580701,0,0,1.55925,0,0,
,,STDL_FT_DetDump,0,0,74.30341,66.73724,51.08012,0,211.0515,50.59062,44.08339,211.0515,39.11563,39.17155,177.5209,,,,41.55178,41.33316,178.1322,,,,0,0,0.3685302,0,0,1.557579,0,0,
,,STDL_FT_Process,0,0,74.78167,66.15157,51.1017,0,211.0415,50.57175,43.52113,211.0415,39.10595,38.52085,177.5105,,,,41.54285,40.85545,178.1228,,,,0,0,0.3550815,0,0,1.566495,0,0,
,,STDL_CL_Inflate,0,0,74.32408,66.7841,51.09947,0,211.0311,50.57418,42.99141,211.0311,39.09999,37.84221,177.5002,,,,41.54713,40.18525,178.1134,,,,0,0,0.3610587,0,0,1.541418,0,0,
,,STDL_CL_Hold,0,0,74.20386,68.185,51.09203,0,211.021,50.58688,42.43198,211.021,39.09719,37.41154,177.4898,,,,41.52333,39.69129,178.1039,,,,0,0,0.3668491,0,0,1.553306,0,0,
,,STDL_CL_Isolate,0,0,73.97491,69.64662,51.09054,0,211.0109,50.57941,42.10151,211.0109,39.10669,36.82487,177.4792,,,,41.53151,39.144,178.0948,,,,0,0,0.3690905,0,0,1.547362,0,0,
,,STDL_CL_Measure,0,0,72.79279,70.1377,51.09631,0,211.0005,50.59342,41.4083,211.0005,39.09403,36.25954,177.4685,,,,41.54936,38.79351,178.0856,,,,0,0,0.3877692,0,0,1.572625,0,0,
,,,,,71.29336,68.18324,51.08998,0,210.9901,50.56671,40.88059,210.9901,39.10241,35.51198,177.4576,,,,41.53374,38.1096,178.076,,,,0,0,0.3802978,0,0,1.560551,0,0,
,,,,,70.28558,66.19485,51.06747,0,210.9798,50.60089,40.36346,210.9798,39.10614,34.8788,177.4464,,,,41.51292,37.58237,178.0668,,,,0,0,0.3780563,0,0,1.578383,0,0,
