Description,Value,Timing,Start,End,RL_PVR,LL_PVR,RA_DET1,RA_BLD1,RA_OCS1,LA_DET1,LA_BLD1,LA_OCS1,RL_DET1,RL_BLD1,RL_OCS1,RL_DET2,RL_BLD2,RL_OCS2,LL_DET1,LL_BLD1,LL_OCS1,LL_DET2,LL_BLD2,LL_OCS2,TRADET,TRAOCC,TLADET,TLAOCC,TRLDET,TRLOCC,TLLDET,TLLOCC,
CALa_RAO__(V6),554284,STDA_PVR,0,0,65.42643,83.97059,51.67501,0,0,51.86507,94.84073,0,40.83402,94.60162,0,,,,40.59955,94.96255,0,,,,0,0,0.1546594,0,0,1.356217,0,0,
CALa_LLD__(V1),550089,STDA_AnkleWait,0,0,64.45938,85.46366,51.65287,0,163.1849,51.87553,94.23888,163.1849,40.85116,93.96171,177.7845,,,,40.57873,94.32345,178.0904,,,,0,0,0.1331789,0,0,1.335412,0,0,
CALa_LLO__(V0),560435,STDA_AnkleCommon,0,0,64.0184,86.07183,51.66105,0,163.1789,51.86656,93.68049,163.1789,40.84669,93.28497,177.7677,,,,40.57259,93.8035,178.0777,,,,0,0,0.1697891,0,0,1.343586,0,0,
CALa_RLD__(V3),553544,STDA_P1_Inflate,0,0,63.78037,85.86839,51.6631,0,163.173,51.87198,92.93336,163.173,40.83402,92.62943,177.7512,,,,40.58468,93.26317,178.065,,,,0,0,0.1324318,0,0,1.34953,0,0,
CALa_RLO__(V2),554261,STDA_P1_DeflateWait,0,0,63.03689,85.67336,51.63334,0,163.167,51.86675,92.51758,163.167,40.82415,91.97204,177.735,,,,40.59862,92.9167,178.0523,,,,0,0,0.1531651,0,0,1.358632,0,0,
CALp_LAD__(V4),1888931,STDA_P1_Deflate,0,0,62.74404,85.46999,51.6631,0,163.1612,51.87553,91.94381,163.1612,40.84203,91.30882,177.7191,,,,40.58672,92.22779,178.0398,,,,0,0,0.1750191,0,0,1.353245,0,0,
CALp_LAO__(V6),1900288,STDA_P1_OccVent,0,0,61.59588,85.26425,51.64301,0,163.1557,51.85106,91.58492,163.1557,40.83775,90.87009,177.7028,,,,40.56218,91.92255,178.0274,,,,0,0,0.1636252,0,0,1.361604,0,0,
CALp_RAD__(V5),1896785,STDA_P1_Process,0,0,59.84831,85.54948,51.64003,0,163.1501,51.86282,91.13543,163.1501,40.85469,90.28365,177.6869,,,,40.57798,91.25568,178.0147,,,,0,0,0.1593291,0,0,1.348787,0,0,
CALp_RAO__(V6),1900288,STDA_P2_InitialInf,0,0,59.45389,85.76634,51.64617,0,163.1443,51.87328,90.67471,163.1443,40.85172,89.94085,177.6708,,,,40.58096,90.70201,178.002,,,,0,0,0.1555933,0,0,1.345258,0,0,
CALp_LLD__(V1),1894833,STDA_P2_Inflate,0,0,59.51661,85.59554,51.65213,0,163.1386,51.87422,90.03168,163.1386,40.83551,89.26486,177.6552,,,,40.59937,89.97342,177.9897,,,,0,0,0.1219717,0,0,1.350273,0,0,
CALp_LLO__(V0),1904693,STDA_P2_DeflateWait,0,0,59.98536,84.12824,51.64171,0,163.1331,51.85461,89.29395,163.1331,40.83104,88.94978,177.6395,,,,40.59063,89.32371,177.9772,,,,0,0,0.1539122,0,0,1.343771,0,0,
CALp_RLD__(V3),1895648,STDA_P2_Deflate,0,0,59.916,81.35421,51.63483,0,163.1277,51.85853,88.90012,163.1277,40.84426,88.28516,177.6237,,,,40.5778,88.67971,177.9649,,,,0,0,0.1539122,0,0,1.354917,0,0,
CALp_RLO__(V2),1900100,STDA_P2_OccVent,0,0,59.64991,79.10094,51.6378,0,163.1221,51.85853,88.30858,163.1221,40.837,87.73327,177.6079,,,,40.59044,88.00562,177.9525,,,,0,0,0.1630648,0,0,1.345815,0,0,
CALo_LAD__(V4),790,STDA_P2_Process,0,0,59.73446,78.10599,51.63501,0,163.1166,51.85031,87.73421,163.1166,40.82489,87.00274,177.5921,,,,40.57928,87.34968,177.9399,,,,0,0,0.1660534,0,0,1.358446,0,0,
CALo_LAO__(V6),-6301,STDA_AnkEmergOccVent,0,0,59.45582,77.27083,51.61269,0,163.1111,51.84489,87.2143,163.1111,40.83234,86.35372,177.5763,,,,40.5607,86.69167,177.9275,,,,0,0,0.148869,0,0,1.3421,0,0,
CALo_RAD__(V5),-7290,STDA_AnkEmergDetVent,0,0,59.7063,73.81026,51.63278,0,163.1058,51.82547,86.65237,163.1058,40.81986,85.70991,177.5605,,,,40.57036,86.02898,177.9149,,,,0,0,0.1643723,0,0,1.353245,0,0,
CALo_RAO__(V6),-6301,STDA_Abort,0,0,59.85743,68.9798,51.61567,0,163.1005,51.83686,86.32029,163.1005,40.83775,85.03545,177.5446,,,,40.56385,85.37011,177.9021,,,,0,0,0.1570876,0,0,1.361604,0,0,
CALo_LLD__(V1),-4834,STDA_Complete,14063,0,58.90812,64.67979,51.63501,0,163.0952,51.83369,85.62898,163.0952,40.84352,84.37969,177.5289,,,,40.56813,84.71025,177.8896,,,,0,0,0.1391561,0,0,1.333926,0,0,
CALo_LLO__(V0),-13359,STDA_CalibrateAtmos,0,0,57.91685,61.72318,51.61418,0,163.0897,51.83537,85.10055,163.0897,40.82061,83.72169,177.5134,,,,40.55549,84.26978,177.8769,,,,0,0,0.1809963,0,0,1.357146,0,0,
CALo_RLD__(V3),-5415,STDA_CalibrateHold,0,0,57.3286,59.14744,51.61473,0,163.0845,51.8419,84.58327,163.0845,40.82005,83.27895,177.4979,,,,40.56516,83.68338,177.8641,,,,0,0,0.1608234,0,0,1.346558,0,0,
CALo_RLO__(V2),7264,STDA_CalibrateMax,0,0,57.91053,56.09464,51.62515,0,163.0792,51.81874,84.00426,163.0792,40.84594,82.69344,177.4823,,,,40.5817,83.12114,177.8515,,,,0,0,0.1516708,0,0,1.344514,0,0,
Type,Normal,STDA_ADCTest,0,0,58.41952,52.69986,51.60209,0,163.074,51.83761,83.68269,163.074,40.84147,82.13136,177.4668,,,,40.58765,82.37144,177.8392,,,,0,0,0.1583951,0,0,1.333926,0,0,
Ability,V2.240,STDA_AutoZero,1,257,57.51933,49.10532,51.60134,0,163.0689,51.8406,83.21008,163.0689,40.83551,81.38125,177.4512,,,,40.58152,81.95865,177.8271,,,,0,0,0.1688552,0,0,1.346558,0,0,
DataViewer,0.047,STDA_AutoZeroComplete,257,1063,56.39009,45.70812,51.60209,0,163.0636,51.81146,82.75234,163.0636,40.8316,80.74868,177.4359,,,,40.57036,81.60374,177.8147,,,,0,0,0.1623176,0,0,1.348973,0,0,
,,STDA_FT_DivertTest,0,0,55.92939,42.68061,51.59335,0,163.0583,51.80455,82.33504,163.0583,40.83923,80.32043,177.4204,,,,40.58747,81.09794,177.8025,,,,0,0,0.1615705,0,0,1.346001,0,0,
,,STDA_FT_DivertSettle,0,0,56.33369,40.85345,51.57307,0,163.0531,51.82042,81.66582,163.0531,40.84501,79.71678,177.4048,,,,40.59862,80.67344,177.7903,,,,0,0,0.1643723,0,0,1.35566,0,0,
,,STDA_FT_AutoZeroWait,0,0,56.70462,39.92882,51.58497,0,163.0479,51.81874,81.37106,163.0479,40.85861,79.16196,177.389,,,,40.58393,80.02504,177.778,,,,0,0,0.1516708,0,0,1.328725,0,0,
,,STDA_FT_PreVentWait,0,0,56.64599,38.42427,51.59911,0,163.0427,51.82192,80.69064,163.0427,40.80105,78.41306,177.3733,,,,40.57427,79.4988,177.7659,,,,0,0,0.1623176,0,0,1.357889,0,0,
,,STDA_FT_DumpVent,0,0,56.53728,36.77463,51.57846,0,163.0375,51.82267,80.1425,163.0375,40.84203,77.77727,177.3575,,,,40.60624,78.96576,177.7537,,,,0,0,0.1570876,0,0,1.348973,0,0,
,,STDA_FT_ROccVent,0,0,57.11535,37.033,51.56135,0,163.0323,51.81893,79.41473,163.0323,40.83923,77.13076,177.3423,,,,40.583,78.39653,177.7416,,,,0,0,0.1531651,0,0,1.360861,0,0,
,,STDA_FT_LOccVent,0,0,56.90319,36.87075,51.56433,0,163.0273,51.8292,78.98262,163.0273,40.82955,76.4537,177.3268,,,,40.59639,77.8537,177.7297,,,,0,0,0.1570876,0,0,1.341542,0,0,
,,STDA_FT_RDetVent,0,0,55.01857,35.17128,51.58125,0,163.0219,51.83219,78.41328,163.0219,40.83625,75.80058,177.3114,,,,40.59211,77.08533,177.7175,,,,0,0,0.1406504,0,0,1.346744,0,0,
,,STDA_FT_LDetVent,0,0,52.85634,34.96617,51.56879,0,163.017,51.80006,77.83688,163.017,40.83923,75.14168,177.2958,,,,40.58932,76.45852,177.7053,,,,0,0,0.154099,0,0,1.338384,0,0,
,,STDA_FT_PostVentTopup,0,0,51.36201,36.13054,51.57325,0,163.0116,51.79558,77.31093,163.0116,40.84203,74.47865,177.2806,,,,40.57854,76.03252,177.6931,,,,0,0,0.1456936,0,0,1.36439,0,0,
,,STDA_FT_LeakTest,0,0,51.33639,37.78936,51.55614,0,163.0061,51.78307,76.75369,163.0061,40.84129,73.8203,177.2653,,,,40.57259,75.42545,177.681,,,,0,0,0.1227189,0,0,1.3421,0,0,
,,STDA_FT_TopUpWait,0,0,51.03186,39.72435,51.5634,0,163.0001,51.79726,76.2005,163.0001,40.83849,73.16021,177.2504,,,,40.59806,74.87216,177.6688,,,,0,0,0.1456936,0,0,1.33244,0,0,
,,STDA_FT_TopUp,0,0,50.82663,40.85067,51.5554,0,162.9937,51.80698,75.65504,162.9937,40.83383,72.71972,177.2354,,,,40.5897,74.12337,177.6566,,,,0,0,0.1503633,0,0,1.345815,0,0,
,,STDA_FT_Inflate,0,0,50.29054,40.40612,51.55763,0,162.987,51.80978,75.10307,162.987,40.83551,72.13341,177.2205,,,,40.58375,73.487,177.6446,,,,0,0,0.148869,0,0,1.346001,0,0,
,,STDA_FT_Deflate,0,0,48.95324,40.69733,51.55149,0,162.9802,51.78886,74.77287,162.9802,40.837,71.57111,177.206,,,,40.57129,72.84084,177.6328,,,,0,0,0.1660534,0,0,1.344514,0,0,
,,STDA_FT_BleedVent,0,0,47.55157,42.10526,51.53661,0,162.9734,51.79259,74.29699,162.9734,40.8383,70.82141,177.1913,,,,40.57724,72.16374,177.6209,,,,0,0,0.1763266,0,0,1.354731,0,0,
,,STDA_FT_OccDump,0,0,46.07036,43.06079,51.52322,0,162.9661,51.78139,74.06431,162.9661,40.84575,70.18864,177.1773,,,,40.58765,71.73053,177.6093,,,,0,0,0.1770738,0,0,1.367363,0,0,
,,STDA_FT_DetDump,0,0,45.63762,44.1075,51.54089,0,162.9587,51.78755,73.49805,162.9587,40.82713,69.76039,177.1628,,,,40.59565,71.14503,177.5977,,,,0,0,0.1750191,0,0,1.363833,0,0,
,,STDA_FT_Process,0,0,46.03445,45.48214,51.54479,0,162.9513,51.76794,72.85312,162.9513,40.84277,69.15681,177.1485,,,,40.59806,70.79977,177.5861,,,,0,0,0.1563405,0,0,1.360675,0,0,
,,STDA_CL_Inflate,0,0,48.21182,47.49286,51.53363,0,162.9436,51.78008,72.37183,162.9436,40.84743,68.82195,177.1343,,,,40.58598,70.12511,177.5744,,,,0,0,0.1727777,0,0,1.325939,0,0,
,,STDA_CL_Hold,0,0,52.49479,50.2674,51.53382,0,162.936,51.76121,71.80766,162.936,40.84222,68.14639,177.1201,,,,40.58672,69.58997,177.5632,,,,0,0,0.1503633,0,0,1.333369,0,0,
,,STDA_CL_Isolate,0,0,57.9073,53.33139,51.5301,0,162.9277,51.77784,71.4642,162.9277,40.83383,67.60838,177.106,,,,40.57798,69.07161,177.5516,,,,0,0,0.1636252,0,0,1.35696,0,0,
,,STDA_CL_Measure,0,0,63.16143,56.46659,51.574,0,162.9187,51.77261,70.78123,162.9187,40.82582,66.87224,177.0922,,,,40.58747,68.49556,177.5405,,,,0,0,0.1682948,0,0,1.350273,0,0,
,,STDL_Idle,0,0,67.35827,60.49213,51.55447,0,162.9095,51.78008,70.25103,162.9095,40.86159,66.44234,177.0785,,,,40.57947,68.17238,177.5288,,,,0,0,0.1561537,0,0,1.345815,0,0,
,,STDL_InitialInflate,310,1062,71.06883,64.31954,51.46815,0,162.9004,51.76868,69.73215,162.9004,40.84352,65.87432,177.0649,,,,40.61201,67.47985,177.5175,,,,0,0,0.1479351,0,0,1.340613,0,0,
,,STDL_InitialPresHold,1062,2133,74.7798,67.74281,51.52935,0,162.8905,51.75449,69.3748,162.8905,40.84147,65.2963,177.0515,,,,40.57854,67.16926,177.5061,,,,0,0,0.1399032,0,0,1.333926,0,0,
,,STDL_InitialTopUp,2235,2515,78.09747,71.03527,51.50406,0,162.8804,51.75673,68.90599,162.8804,40.81819,64.77098,177.0383,,,,40.55252,66.50716,177.4946,,,,0,0,0.1320582,0,0,1.319994,0,0,
,,STDL_AR_Init,0,0,80.63811,74.3736,51.4862,0,162.8705,51.74496,68.23765,162.8705,40.83327,64.43386,177.0249,,,,40.59658,65.95209,177.4832,,,,0,0,0.1441993,0,0,1.35566,0,0,
,,STDL_Arm_TopUp,0,0,83.13264,78.18555,51.51596,0,162.8609,51.75692,67.73948,162.8609,40.83011,63.95371,177.0117,,,,40.56516,65.22284,177.4718,,,,0,0,0.137475,0,0,1.348973,0,0,
,,STDL_Arm_Inflate,0,0,84.79855,81.70589,51.52768,0,162.8514,51.73151,67.41437,162.8514,40.85414,63.28618,176.9987,,,,40.58914,64.57403,177.4603,,,,0,0,0.1456936,0,0,1.345258,0,0,
,,STDL_Arm_Deflate,0,0,86.98603,85.86012,51.50015,0,162.8422,51.75393,67.13716,162.8422,40.83607,62.79125,176.9855,,,,40.57706,63.92965,177.4495,,,,0,0,0.1531651,0,0,1.346558,0,0,
,,STDL_Arm_ProcessWait,0,0,90.53452,90.09441,51.51354,0,162.8333,51.70667,66.77033,162.8333,40.84445,62.24371,176.9726,,,,40.58226,63.47551,177.4383,,,,0,0,0.1569008,0,0,1.351759,0,0,
,,STDL_Arm_Process,0,0,92.70887,93.25882,51.50108,0,162.8245,51.71937,66.44728,162.8245,40.85935,61.89371,176.9594,,,,40.58524,62.89306,177.4271,,,,0,0,0.1531651,0,0,1.366062,0,0,
,,STDL_PVR,3624,4024,94.04834,95.14591,51.4795,0,162.8159,51.7261,66.12492,162.8159,40.85041,61.20956,176.9468,,,,40.58245,62.33274,177.4161,,,,0,0,0.1496162,0,0,1.333369,0,0,
,,STDL_AnkleWait,4024,4609,96.05775,95.98501,51.49438,0,162.8076,51.72834,65.78751,162.8076,40.83551,60.90233,176.9338,,,,40.57854,61.80044,177.4047,,,,0,0,0.1705363,0,0,1.339127,0,0,
,,STDL_AnkleCommon,4609,7353,98.19566,97.29025,51.49215,0,162.7993,51.72161,65.4599,162.7993,40.84892,60.2352,176.9211,,,,40.59044,61.24208,177.3933,,,,0,0,0.1606366,0,0,1.336898,0,0,
,,STDL_P1_Inflate,8362,9662,99.3714,99.14998,51.47485,0,162.7915,51.72087,64.91077,162.7915,40.83607,59.68237,176.9083,,,,40.59193,60.69175,177.3816,,,,0,0,0.155033,0,0,1.340056,0,0,
,,STDL_P1_DeflateWait,9662,9815,100.6389,100.7958,51.48471,0,162.7834,51.736,64.50606,162.7834,40.81893,58.9533,176.8961,,,,40.57575,59.92476,177.3703,,,,0,0,0.1486822,0,0,1.340613,0,0,
,,STDL_P1_Deflate,10018,13708,102.4246,101.2413,51.47727,0,162.7759,51.73805,63.85891,162.7759,40.84072,58.52362,176.8836,,,,40.58003,59.51953,177.3586,,,,0,0,0.1503633,0,0,1.343028,0,0,
,,STDL_P1_OccVent,13720,13858,102.9622,100.2561,51.46518,0,162.7689,51.72161,63.54525,162.7689,40.82955,57.9531,176.8712,,,,40.57575,58.94535,177.3468,,,,0,0,0.137475,0,0,1.33114,0,0,
,,STDL_P1_Process,14061,14062,103.7723,99.3885,51.49885,0,162.7622,51.72161,63.09007,162.7622,40.82359,57.37667,176.859,,,,40.58449,58.36321,177.3352,,,,0,0,0.1598894,0,0,1.345815,0,0,
,,STDL_P2_InitialInf,0,0,105.6912,97.8791,51.4769,0,162.7564,51.71881,62.83808,162.7564,40.8221,56.85113,176.8468,,,,40.57706,57.8427,177.3236,,,,0,0,0.1518576,0,0,1.360675,0,0,
,,STDL_P2_Inflate,0,0,107.0011,95.5382,51.48025,0,162.7512,51.71265,62.4978,162.7512,40.85022,56.29364,176.8348,,,,40.58319,57.28375,177.3123,,,,0,0,0.1329921,0,0,1.343771,0,0,
,,STDL_P2_DeflateWait,0,0,106.9943,92.83775,51.4756,0,162.7463,51.71713,62.14865,162.7463,40.83402,55.74048,176.8229,,,,40.57352,56.94989,177.3006,,,,0,0,0.1352336,0,0,1.368849,0,0,
,,STDL_P2_Deflate,0,0,106.858,89.54955,51.4862,0,162.7418,51.71806,61.83484,162.7418,40.84072,55.19508,176.811,,,,40.58914,56.25878,177.2892,,,,0,0,0.137475,0,0,1.357889,0,0,
,,STDL_P2_OccVent,0,0,107.7745,88.188,51.47932,0,162.7373,51.71806,61.28043,162.7373,40.8303,54.64307,176.7991,,,,40.57501,55.95081,177.278,,,,0,0,0.1516708,0,0,1.317022,0,0,
,,STDL_P2_Process,0,0,107.9957,88.01441,51.4862,0,162.733,51.70966,60.87464,162.733,40.8424,54.09288,176.787,,,,40.59193,55.50649,177.267,,,,0,0,0.1660534,0,0,1.3421,0,0,
,,STDL_AnkEmergOccVent,0,0,107.4587,87.11532,51.46444,0,162.7287,51.72311,60.44997,162.7287,40.83756,53.54367,176.7752,,,,40.57928,55.02536,177.2558,,,,0,0,0.1606366,0,0,1.334112,0,0,
,,STDL_AnkEmergDetVent,0,0,106.7537,86.48547,51.47448,0,162.7245,51.72105,59.98835,162.7245,40.83681,52.99321,176.7634,,,,40.59565,54.39422,177.2446,,,,0,0,0.1546594,0,0,1.372007,0,0,
,,STDL_Abort,0,0,106.2185,87.37219,51.48973,0,162.7203,51.71115,59.55765,162.7203,40.84426,52.66325,176.7516,,,,40.58245,53.65535,177.2333,,,,0,0,0.1583951,0,0,1.353988,0,0,
,,STDL_Complete,14062,14063,104.7404,87.72734,51.47876,0,162.716,51.7119,58.89865,162.716,40.84352,51.96671,176.7396,,,,40.59862,53.03831,177.2216,,,,0,0,0.1428918,0,0,1.365134,0,0,
,,STDL_CalibrateAtmos,0,0,101.5734,86.91953,51.48397,0,162.7119,51.70013,58.38155,162.7119,40.83011,51.44106,176.7278,,,,40.58375,52.37596,177.2104,,,,0,0,0.1710966,0,0,1.36662,0,0,
,,STDL_CalibrateHold,0,0,98.93413,85.77571,51.4689,0,162.7074,51.71862,57.84595,162.7074,40.82731,50.92368,176.7163,,,,40.5817,51.92321,177.1992,,,,0,0,0.162878,0,0,1.354917,0,0,
,,STDL_CalibrateMax,0,0,97.06243,85.08839,51.48322,0,162.7032,51.71209,57.27539,162.7032,40.83812,50.56382,176.7047,,,,40.57408,51.34583,177.1877,,,,0,0,0.1473747,0,0,1.357703,0,0,
,,STDL_ADCTest,0,0,95.55891,84.85165,51.47709,0,162.6984,51.71657,56.73429,162.6984,40.8303,50.09618,176.6931,,,,40.57501,50.78167,177.1765,,,,0,0,0.1526047,0,0,1.359375,0,0,
,,STDL_AutoZero,1,258,94.9342,83.71329,51.47187,0,162.694,51.72031,55.96521,162.694,40.81819,49.64789,176.6816,,,,40.57706,50.25024,177.165,,,,0,0,0.1554065,0,0,1.347487,0,0,
,,STDL_AutoZeroComplete,0,0,94.01181,82.55219,51.47727,0,162.6894,51.7007,55.3383,162.6894,40.84426,49.00263,176.6702,,,,40.57204,49.69258,177.1537,,,,0,0,0.1486822,0,0,1.374979,0,0,
,,STDL_FT_DivertTest,0,0,92.44326,80.99696,51.47504,0,162.6844,51.70686,54.6926,162.6844,40.83905,48.48223,176.6583,,,,40.57334,49.14149,177.1423,,,,0,0,0.1554065,0,0,1.35566,0,0,
,,STDL_FT_DivertSettle,0,0,91.3258,80.07957,51.45941,0,162.6788,51.69547,54.01204,162.6788,40.83458,47.72425,176.6465,,,,40.56237,48.37477,177.1308,,,,0,0,0.137475,0,0,1.36439,0,0,
,,STDL_FT_AutoZeroWait,0,0,90.18515,79.80807,51.44583,0,162.673,51.68893,53.36098,162.673,40.83551,47.30304,176.6347,,,,40.57092,47.74961,177.1191,,,,0,0,0.154099,0,0,1.339127,0,0,
,,STDL_FT_PreVentWait,0,0,88.44987,78.45676,51.44881,0,162.6671,51.71059,52.70187,162.6671,40.837,46.73651,176.6229,,,,40.59118,47.10196,177.1076,,,,0,0,0.1531651,0,0,1.320552,0,0,
,,STDL_FT_DumpVent,0,0,86.48248,76.83414,51.45104,0,162.6607,51.68351,52.0383,162.6607,40.83383,46.3746,176.6109,,,,40.58319,46.64212,177.0963,,,,0,0,0.1406504,0,0,1.33244,0,0,
,,STDL_FT_ROccVent,0,0,85.5022,75.46973,51.46295,0,162.6544,51.69191,51.38038,162.6544,40.83756,45.70472,176.5989,,,,40.5765,46.28456,177.0849,,,,0,0,0.1382222,0,0,1.358446,0,0,
,,STDL_FT_LOccVent,0,0,84.81969,74.41238,51.45792,0,162.648,51.70611,50.94018,162.648,40.82191,45.17194,176.587,,,,40.58449,45.79622,177.0732,,,,0,0,0.1404636,0,0,1.36309,0,0,
,,STDL_FT_RDetVent,0,0,84.68088,73.38074,51.44751,0,162.6415,51.69341,50.35295,162.6415,40.81968,44.65042,176.5751,,,,40.5778,45.14096,177.062,,,,0,0,0.1733381,0,0,1.33987,0,0,
,,STDL_FT_LDetVent,0,0,84.18745,71.69727,51.44453,0,162.6349,51.7091,50.01117,162.6349,40.81372,44.2957,176.5631,,,,40.58598,44.64058,177.0506,,,,0,0,0.1643723,0,0,1.357146,0,0,
,,STDL_FT_PostVentTopup,0,0,83.2506,69.74326,51.44137,0,162.6284,51.69621,49.33477,162.6284,40.81595,43.82602,176.5514,,,,40.59063,44.09259,177.0393,,,,0,0,0.1598894,0,0,1.359004,0,0,
,,STDL_FT_LeakTest,0,0,83.28905,68.30367,51.45049,0,162.6215,51.69024,48.79963,162.6215,40.81893,43.15738,176.5392,,,,40.56144,43.74471,177.0277,,,,0,0,0.1481219,0,0,1.363833,0,0,
,,STDL_FT_TopUpWait,0,0,82.39206,67.21918,51.45941,0,162.6147,51.68818,48.06186,162.6147,40.82415,42.4397,176.5271,,,,40.60308,43.0593,177.0162,,,,0,0,0.1555933,0,0,1.367548,0,0,
,,STDL_FT_TopUp,0,0,81.13234,66.83988,51.45476,0,162.6079,51.69191,47.41209,162.6079,40.82638,42.04103,176.515,,,,40.59955,42.7522,177.0047,,,,0,0,0.1608234,0,0,1.360118,0,0,
,,STDL_FT_Inflate,0,0,81.2356,67.21872,51.44434,0,162.6007,51.69714,46.77119,162.6007,40.80794,41.44604,176.5028,,,,40.58245,42.0854,176.9932,,,,0,0,0.163812,0,0,1.350459,0,0,
,,STDL_FT_Deflate,0,0,81.44745,67.17997,51.4609,0,162.5935,51.67305,46.09505,162.5935,40.83476,40.87559,176.4904,,,,40.59565,41.7523,176.9813,,,,0,0,0.1496162,0,0,1.36662,0,0,
,,STDL_FT_BleedVent,0,0,80.04544,67.27604,51.48397,0,162.586,51.67622,45.43944,162.586,40.83309,40.13422,176.478,,,,40.62539,41.09663,176.9698,,,,0,0,0.1501765,0,0,1.362904,0,0,
,,STDL_FT_OccDump,0,0,79.16377,67.3463,51.4689,0,162.5786,51.70891,44.78189,162.5786,40.81148,39.49862,176.4654,,,,40.60011,40.76478,176.958,,,,0,0,0.1481219,0,0,1.352502,0,0,
,,STDL_FT_DetDump,0,0,80.11132,68.26376,51.46964,0,162.5713,51.68668,44.33879,162.5713,40.82117,38.84948,176.4527,,,,40.60085,40.10457,176.9459,,,,0,0,0.1533519,0,0,1.351202,0,0,
,,STDL_FT_Process,0,0,80.53173,68.79098,51.45774,0,162.5637,51.69266,43.75338,162.5637,40.84129,38.1741,176.4402,,,,40.60996,39.55533,176.9336,,,,0,0,0.1451333,0,0,1.337084,0,0,
,,STDL_CL_Inflate,0,0,79.9623,68.54063,51.46462,0,162.556,51.67678,43.19136,162.556,40.82862,37.52073,176.4276,,,,40.59862,38.82156,176.9216,,,,0,0,0.1503633,0,0,1.349716,0,0,
,,STDL_CL_Hold,0,0,79.13884,68.91153,51.45272,0,162.5481,51.70219,42.44118,162.5481,40.83383,36.86144,176.4152,,,,40.60996,38.39382,176.9094,,,,0,0,0.1432654,0,0,1.362904,0,0,
,,STDL_CL_Isolate,0,0,78.49275,68.83671,51.45774,0,162.5403,51.68949,41.80864,162.5403,40.8303,36.41876,176.403,,,,40.60085,37.82357,176.897,,,,0,0,0.1608234,0,0,1.353245,0,0,
,,STDL_CL_Measure,0,0,77.4949,68.95613,51.46444,0,162.5325,51.69416,41.16039,162.5325,40.84296,36.05364,176.3905,,,,40.59286,37.24632,176.8844,,,,0,0,0.1471879,0,0,1.33114,0,0,
,,,,,75.72624,69.17775,51.45402,0,162.5248,51.68874,40.4834,162.5248,40.81893,35.56461,176.3782,,,,40.60754,36.50124,176.872,,,,0,0,0.1518576,0,0,1.357146,0,0,
,,,,,74.57429,69.28834,51.46444,0,162.5166,51.67847,40.05081,162.5166,40.82787,35.13234,176.3657,,,,40.59937,36.09037,176.8591,,,,0,0,0.1509237,0,0,1.347487,0,0,
