Description,Value,Timing,Start,End,RL_PVR,LL_PVR,RA_DET1,RA_BLD1,RA_OCS1,LA_DET1,LA_BLD1,LA_OCS1,RL_DET1,RL_BLD1,RL_OCS1,RL_DET2,RL_BLD2,RL_OCS2,LL_DET1,LL_BLD1,LL_OCS1,LL_DET2,LL_BLD2,LL_OCS2,TRADET,TRAOCC,TLADET,TLAOCC,TRLDET,TRLOCC,TLLDET,TLLOCC,
CALa_LLD__(V1),550089,STDA_AnkleWait,0,0,51.37885,54.6044,52.23696,0,173.3267,53.4436,93.61396,173.3267,43.96567,93.96171,179.4321,,,,43.86969,94.27419,179.2288,,,,0,0,0,0,0,0.848727,0,0,
CALa_LLO__(V0),560435,STDA_AnkleCommon,0,0,51.48128,54.31033,52.22859,0,173.3159,53.44958,92.96073,173.3159,43.96101,93.28497,179.4238,,,,43.85928,93.62979,179.2181,,,,0,0,0,0,0,0.8212349,0,0,
CALa_RLD__(V3),553544,STDA_P1_Inflate,0,0,52.10029,53.61877,52.24719,0,173.3052,53.44827,92.52152,173.3052,43.95822,92.62943,179.4151,,,,43.83902,92.9554,179.2075,,,,0,0,0,0,0,0.829594,0,0,
CALa_RLO__(V2),554261,STDA_P1_DeflateWait,0,0,52.22374,53.54707,52.24812,0,173.2949,53.43538,91.93207,173.2949,43.95058,91.97204,179.4059,,,,43.8576,92.2998,179.1967,,,,0,0,0,0,0,0.8197489,0,0,
CALp_LAD__(V4),1888931,STDA_P1_Deflate,0,0,51.77056,53.2415,52.21985,0,173.2846,53.42641,91.37144,173.2846,43.94555,91.30882,179.3964,,,,43.86374,91.64166,179.1859,,,,0,0,0,0,0,0.8221637,0,0,
CALp_LAO__(V6),1900288,STDA_P1_OccVent,0,0,51.54924,52.29466,52.23324,0,173.2742,53.4451,90.62167,173.2742,43.97759,90.65009,179.3866,,,,43.87173,90.97895,179.1745,,,,0,0,0,0,0,0.8338665,0,0,
CALp_RAD__(V5),1896785,STDA_P1_Process,0,0,51.22348,51.49126,52.23026,0,173.2637,53.4281,89.9884,173.2637,43.93885,89.99032,179.3764,,,,43.85482,90.32014,179.1634,,,,0,0,0,0,0,0.8377674,0,0,
CALp_RAO__(V6),1900288,STDA_P2_InitialInf,0,0,49.72519,50.11865,52.2258,0,173.2531,53.42212,89.3405,173.2531,43.97312,89.32974,179.366,,,,43.83976,89.88025,179.152,,,,0,0,0,0,0,0.8229067,0,0,
CALp_LLD__(V1),1894833,STDA_P2_Inflate,0,0,48.41922,48.17472,52.23473,0,173.2422,53.42959,88.66352,173.2422,43.97163,88.67005,179.3557,,,,43.85854,89.29311,179.1409,,,,0,0,0,0,0,0.8125043,0,0,
CALp_LLO__(V0),1904693,STDA_P2_DeflateWait,0,0,48.40096,46.62966,52.21892,0,173.2317,53.42287,88.0108,173.2317,43.95151,88.01004,179.3452,,,,43.84366,88.95116,179.1297,,,,0,0,0,0,0,0.8251358,0,0,
CALp_RLD__(V3),1895648,STDA_P2_Deflate,0,0,47.68083,44.93371,52.22431,0,173.2211,53.41595,87.57161,173.2211,43.97405,87.34995,179.3347,,,,43.84515,88.27484,179.1182,,,,0,0,0,0,0,0.8325661,0,0,
CALp_RLO__(V2),1900100,STDA_P2_OccVent,0,0,46.39416,42.66929,52.21799,0,173.2107,53.43183,86.98198,173.2107,43.97517,86.91001,179.324,,,,43.85835,87.73971,179.1068,,,,0,0,0,0,0,0.8266219,0,0,
CALo_LAD__(V4),-1549,STDA_P2_Process,0,0,45.78341,41.0462,52.20924,0,173.2002,53.40419,86.42146,173.2002,43.95803,86.32333,179.3135,,,,43.85407,87.00191,179.0955,,,,0,0,0,0,0,0.8125043,0,0,
CALo_LAO__(V6),-8179,STDA_AnkEmergOccVent,0,0,45.30852,40.48678,52.23008,0,173.1899,53.42866,85.67168,173.1899,43.99249,85.98109,179.3031,,,,43.85593,86.57215,179.0837,,,,0,0,0,0,0,0.8340522,0,0,
CALo_RAD__(V5),-9218,STDA_AnkEmergDetVent,0,0,44.88118,41.43518,52.22357,0,173.1796,53.40624,85.25838,173.1796,43.97517,85.30481,179.2924,,,,43.86077,86.00459,179.0718,,,,0,0,0,0,0,0.8323804,0,0,
CALo_RAO__(V6),-8179,STDA_Abort,0,0,44.29802,42.31466,52.21166,0,173.1695,53.41595,84.90384,173.1695,43.94853,84.76974,179.2818,,,,43.86671,85.42622,179.0598,,,,0,0,0,0,0,0.8132473,0,0,
CALo_LLD__(V1),-7032,STDA_Complete,14344,0,44.66158,42.39831,52.22878,0,173.1593,53.40045,84.61797,173.1593,43.96492,84.03188,179.2711,,,,43.86523,84.90099,179.0476,,,,0,0,0,0,0,0.8221637,0,0,
CALo_LLO__(V0),-15013,STDA_CalibrateAtmos,0,0,46.2228,44.31593,52.23082,0,173.1491,53.41969,84.04672,173.1491,43.98336,83.60214,179.2606,,,,43.86207,84.34393,179.0352,,,,0,0,0,0,0,0.8132473,0,0,
CALo_RLD__(V3),-7523,STDA_CalibrateHold,0,0,49.27396,45.55609,52.23026,0,173.1388,53.404,83.42284,173.1388,43.97293,83.03459,179.2499,,,,43.8643,84.01038,179.023,,,,0,0,0,0,0,0.8377674,0,0,
CALo_RLO__(V2),4452,STDA_CalibrateMax,0,0,54.282,46.0963,52.22934,0,173.1286,53.37972,82.70918,173.1286,43.95822,82.45621,179.2393,,,,43.84961,83.31843,179.0107,,,,0,0,0,0,0,0.847241,0,0,
Type,Normal,STDA_ADCTest,0,0,58.78991,49.11101,52.22859,0,173.1185,53.39803,82.07291,173.1185,43.95356,81.71098,179.2285,,,,43.86374,82.79091,178.9981,,,,0,0,0,0,0,0.846498,0,0,
Ability,V2.240,STDA_AutoZero,1,257,62.3925,52.82551,52.22134,0,173.1085,53.38757,81.41498,173.1085,43.96567,81.0806,179.2183,,,,43.87043,82.05324,178.9858,,,,0,0,0,0,0,0.8355383,0,0,
DataViewer,0.047,STDA_AutoZeroComplete,257,1308,66.33745,56.06536,52.2152,0,173.0986,53.39447,80.74569,173.0986,43.96418,80.64926,179.208,,,,43.8405,81.40086,178.9737,,,,0,0,0,0,0,0.822721,0,0,
,,STDA_FT_DivertTest,0,0,70.69195,59.19829,52.22115,0,173.0885,53.40195,80.09119,173.0885,43.96642,80.04694,179.198,,,,43.84738,80.76167,178.9618,,,,0,0,0,0,0,0.8370243,0,0,
,,STDA_FT_DivertSettle,0,0,74.58987,61.99755,52.21892,0,173.0787,53.41372,79.43062,173.0787,43.96548,79.71227,179.188,,,,43.85482,80.08525,178.9498,,,,0,0,0,0,0,0.8459407,0,0,
,,STDA_FT_AutoZeroWait,0,0,77.62673,64.50169,52.21371,0,173.0688,53.3898,78.98917,173.0688,43.9463,79.03616,179.1783,,,,43.84143,79.42926,178.9378,,,,0,0,0,0,0,0.829594,0,0,
,,STDA_FT_PreVentWait,0,0,79.48457,66.42243,52.20924,0,173.059,53.39952,78.40366,173.059,43.92693,78.71845,179.1685,,,,43.84496,78.77206,178.926,,,,0,0,0,0,0,0.8308944,0,0,
,,STDA_FT_DumpVent,0,0,80.31027,68.39953,52.20181,0,173.0491,53.39728,77.84115,173.0491,43.94611,78.05563,179.1586,,,,43.84813,78.10886,178.9143,,,,0,0,0,0,0,0.8139904,0,0,
,,STDA_FT_ROccVent,0,0,81.89153,70.67634,52.19436,0,173.0393,53.38532,77.31133,173.0393,43.9232,77.50341,179.1486,,,,43.84645,77.45006,178.9025,,,,0,0,0,0,0,0.8229067,0,0,
,,STDA_FT_LOccVent,0,0,83.13939,72.94115,52.18023,0,173.0298,53.39223,76.75204,173.0298,43.94984,76.7725,179.1388,,,,43.83455,76.79032,178.8909,,,,0,0,0,0,0,0.8368386,0,0,
,,STDA_FT_RDetVent,0,0,84.2566,74.82019,52.1566,0,173.0212,53.37113,76.4215,173.0212,43.9476,76.34384,179.1292,,,,43.84943,76.12975,178.8791,,,,0,0,0,0,0,0.830337,0,0,
,,STDA_FT_LDetVent,0,0,85.44127,77.06187,52.15214,0,173.0131,53.37785,75.94829,173.0131,43.92916,75.99325,179.1194,,,,43.83474,75.47004,178.8676,,,,0,0,0,0,0,0.8359098,0,0,
,,STDA_FT_PostVentTopup,0,0,86.43474,79.44424,52.14991,0,173.0057,53.38252,75.71394,173.0057,43.92823,75.48986,179.1097,,,,43.81819,75.03004,178.856,,,,0,0,0,0,0,0.8340522,0,0,
,,STDA_FT_LeakTest,0,0,88.23643,81.98139,52.14098,0,172.9988,53.36683,75.3679,172.9988,43.93493,74.84232,179.0998,,,,43.8353,74.44328,178.8444,,,,0,0,0,0,0,0.828851,0,0,
,,STDA_FT_TopUpWait,0,0,90.19052,84.4789,52.1393,0,172.9926,53.36889,75.01671,172.9926,43.94239,74.12181,179.09,,,,43.82581,73.88112,178.8328,,,,0,0,0,0,0,0.8102752,0,0,
,,STDA_FT_TopUp,0,0,93.09631,87.45745,52.12368,0,172.9867,53.35712,74.70618,172.9867,43.92916,73.71799,179.0802,,,,43.83028,73.13148,178.821,,,,0,0,0,0,0,0.8385104,0,0,
,,STDA_FT_Inflate,0,0,95.8932,90.82536,52.13651,0,172.9811,53.34199,74.37026,172.9811,43.9299,73.12737,179.0703,,,,43.80648,72.49863,178.8093,,,,0,0,0,0,0,0.8182628,0,0,
,,STDA_FT_Deflate,0,0,96.37079,93.71288,52.13707,0,172.9757,53.36609,74.03771,172.9757,43.91854,72.55573,179.0606,,,,43.82061,71.85041,178.7975,,,,0,0,0,0,0,0.8063743,0,0,
,,STDA_FT_BleedVent,0,0,96.52888,96.24869,52.14153,0,172.9701,53.35114,73.49139,172.9701,43.92394,71.8137,179.0508,,,,43.83623,71.17351,178.7858,,,,0,0,0,0,0,0.8266219,0,0,
,,STDA_FT_OccDump,0,0,97.65047,97.19748,52.16311,0,172.965,53.33601,72.86646,172.965,43.92376,71.17893,179.0412,,,,43.81819,70.52085,178.7741,,,,0,0,0,0,0,0.8407395,0,0,
,,STDA_FT_DetDump,0,0,97.36684,97.17311,52.16256,0,172.9599,53.34068,72.36518,172.9599,43.9314,70.74945,179.0318,,,,43.82284,69.86159,178.7622,,,,0,0,0,0,0,0.8169625,0,0,
,,STDA_FT_Process,0,0,96.09325,96.69788,52.15288,0,172.9552,53.35843,71.80767,172.9552,43.93642,70.14736,179.0219,,,,43.81912,69.41865,178.7505,,,,0,0,0,0,0,0.8125043,0,0,
,,STDA_CL_Inflate,0,0,94.93637,96.02462,52.15586,0,172.9505,53.33825,71.46643,172.9505,43.92767,69.59191,179.0122,,,,43.80258,68.83369,178.7386,,,,0,0,0,0,0,0.830337,0,0,
,,STDA_CL_Hold,0,0,93.2374,95.48299,52.14767,0,172.946,53.32574,70.99976,172.946,43.94033,68.84291,179.0027,,,,43.80722,68.27131,178.7269,,,,0,0,0,0,0,0.8034022,0,0,
,,STDA_CL_Isolate,0,0,91.28912,94.45234,52.14302,0,172.9415,53.33471,70.54462,172.9415,43.94033,68.42739,178.993,,,,43.80778,67.52122,178.715,,,,0,0,0,0,0,0.8229067,0,0,
,,STDA_CL_Measure,0,0,89.04234,93.29812,52.14451,0,172.9374,53.35263,70.1236,172.9374,43.92618,67.85407,178.9832,,,,43.79514,67.10874,178.7034,,,,0,0,0,0,0,0.8130616,0,0,
,,STDL_Idle,0,0,86.83746,92.17142,52.14526,0,172.9335,53.3362,69.67599,172.9335,43.92152,67.27479,178.9736,,,,43.80574,66.53375,178.6915,,,,0,0,0,0,0,0.8323804,0,0,
,,STDL_InitialInflate,309,1307,84.65488,90.44679,52.13558,0,172.9296,53.33471,69.45473,172.9296,43.915,66.75208,178.9637,,,,43.78919,65.95457,178.6797,,,,0,0,0,0,0,0.8398107,0,0,
,,STDL_InitialPresHold,1307,2329,82.60264,88.89668,52.14526,0,172.9257,53.34292,68.87144,172.9257,43.92543,66.19365,178.954,,,,43.79068,65.43235,178.6678,,,,0,0,0,0,0,0.8221637,0,0,
,,STDL_InitialTopUp,2431,2634,81.4046,87.81165,52.12144,0,172.9215,53.34367,68.23405,172.9215,43.92469,65.64017,178.9441,,,,43.80183,64.87356,178.6559,,,,0,0,0,0,0,0.8286653,0,0,
,,STDL_AR_Init,0,0,79.77557,86.94792,52.12144,0,172.9172,53.31976,67.5334,172.9172,43.92003,64.87531,178.9342,,,,43.79737,64.54015,178.644,,,,0,0,0,0,0,0.8256931,0,0,
,,STDL_Arm_TopUp,0,0,77.28811,85.92091,52.13056,0,172.9129,53.3248,66.89296,172.9129,43.91109,64.24971,178.9241,,,,43.7944,63.84869,178.632,,,,0,0,0,0,0,0.8251358,0,0,
,,STDL_Arm_Inflate,0,0,75.02173,84.26028,52.12386,0,172.9079,53.33003,66.23347,172.9079,43.90681,63.60173,178.9143,,,,43.77822,63.3208,178.62,,,,0,0,0,0,0,0.8214207,0,0,
,,STDL_Arm_Deflate,0,0,73.2224,82.50204,52.10061,0,172.902,53.32779,65.56661,172.902,43.91556,63.14225,178.9045,,,,43.80276,62.80321,178.6083,,,,0,0,0,0,0,0.8214207,0,0,
,,STDL_Arm_ProcessWait,0,0,72.55788,81.27412,52.11103,0,172.8949,53.30538,64.91101,172.8949,43.91705,62.78456,178.8947,,,,43.80853,62.44423,178.5966,,,,0,0,0,0,0,0.8080461,0,0,
,,STDL_Arm_Process,0,0,71.78432,79.88039,52.10452,0,172.8867,53.30482,64.25037,172.8867,43.92599,62.29618,178.8853,,,,43.80183,61.97608,178.5848,,,,0,0,0,0,0,0.830337,0,0,
,,STDL_PVR,3743,4143,70.48573,77.33538,52.12591,0,172.877,53.30407,63.58933,172.877,43.91035,61.861,178.8758,,,,43.79811,61.30784,178.5728,,,,0,0,0,0,0,0.8256931,0,0,
,,STDL_AnkleWait,4143,4670,70.05608,76.16421,52.10805,0,172.8662,53.31229,62.93024,172.8662,43.91873,61.21392,178.8669,,,,43.80053,60.58939,178.5612,,,,0,0,0,0,0,0.8333092,0,0,
,,STDL_AnkleCommon,4670,7628,69.13609,76.39727,52.11419,0,172.8552,53.29959,62.26998,172.8552,43.91482,60.91037,178.858,,,,43.79607,60.1911,178.5497,,,,0,0,0,0,0,0.8169625,0,0,
,,STDL_P1_Inflate,8637,9819,68.11266,75.96402,52.10898,0,172.8438,53.30183,61.82985,172.8438,43.91854,60.44843,178.849,,,,43.77506,59.81611,178.5383,,,,0,0,0,0,0,0.828851,0,0,
,,STDL_P1_DeflateWait,9819,9972,67.98687,74.61596,52.09856,0,172.8322,53.30127,61.46336,172.8322,43.92003,59.97757,178.8404,,,,43.78268,59.53887,178.5269,,,,0,0,0,0,0,0.8249501,0,0,
,,STDL_P1_Deflate,10175,14001,67.75401,73.87164,52.08368,0,172.8205,53.28315,60.9744,172.8205,43.90848,59.56546,178.8319,,,,43.77432,58.9687,178.5154,,,,0,0,0,0,0,0.805074,0,0,
,,STDL_P1_OccVent,14013,14139,66.99155,74.0282,52.09912,0,172.8089,53.28838,60.54253,172.8089,43.91798,59.11715,178.8237,,,,43.78194,58.34122,178.5041,,,,0,0,0,0,0,0.8271792,0,0,
,,STDL_P1_Process,14342,14343,66.07374,73.50392,52.07755,0,172.7974,53.28745,60.11343,172.7974,43.91705,58.89339,178.8159,,,,43.77079,57.6296,178.4929,,,,0,0,0,0,0,0.8368386,0,0,
,,STDL_P2_InitialInf,0,0,66.38831,72.8156,52.09689,0,172.7859,53.27624,59.66345,172.7859,43.91202,58.532,178.808,,,,43.78194,56.99317,178.4818,,,,0,0,0,0,0,0.8301513,0,0,
,,STDL_P2_Inflate,0,0,66.93269,71.4822,52.08889,0,172.7741,53.26298,59.22647,172.7741,43.90084,57.96752,178.8,,,,43.7864,56.33466,178.4708,,,,0,0,0,0,0,0.8294083,0,0,
,,STDL_P2_DeflateWait,0,0,66.53297,70.18291,52.06583,0,172.7621,53.27101,58.56778,172.7621,43.92078,57.3643,178.7922,,,,43.78101,55.88581,178.4601,,,,0,0,0,0,0,0.8355383,0,0,
,,STDL_P2_Deflate,0,0,65.4938,70.49739,52.08052,0,172.7495,53.26671,58.05257,172.7495,43.90662,56.63461,178.7844,,,,43.78715,55.52455,178.4494,,,,0,0,0,0,0,0.8353525,0,0,
,,STDL_P2_OccVent,0,0,65.12643,70.29331,52.08573,0,172.7369,53.26298,57.29561,172.7369,43.90476,56.00214,178.7764,,,,43.77079,55.25501,178.4384,,,,0,0,0,0,0,0.8177055,0,0,
,,STDL_P2_Process,0,0,65.29084,68.71577,52.08889,0,172.724,53.30837,56.65199,172.724,43.91128,55.34702,178.7687,,,,43.78566,54.67512,178.4278,,,,0,0,0,0,0,0.8190058,0,0,
,,STDL_AnkEmergOccVent,0,0,65.38789,67.6414,52.07327,0,172.711,53.27624,56.23339,172.711,43.91053,54.89459,178.7608,,,,43.78715,54.27156,178.4171,,,,0,0,0,0,0,0.8115755,0,0,
,,STDL_AnkEmergDetVent,0,0,65.83406,66.86797,52.07327,0,172.698,53.2725,55.627,172.698,43.9083,54.31459,178.7531,,,,43.78399,53.8539,178.4066,,,,0,0,0,0,0,0.8264362,0,0,
,,STDL_Abort,0,0,65.51183,65.98032,52.06657,0,172.6851,53.26298,55.07079,172.6851,43.91575,53.97206,178.7458,,,,43.78789,53.38686,178.3965,,,,0,0,0,0,0,0.828851,0,0,
,,STDL_Complete,14343,14344,64.19037,64.41672,52.05746,0,172.6721,53.28745,54.32373,172.6721,43.92897,53.51375,178.738,,,,43.79886,52.95744,178.3863,,,,0,0,0,0,0,0.8264362,0,0,
,,STDL_CalibrateAtmos,0,0,62.85486,62.85086,52.06415,0,172.6593,53.26429,53.90717,172.6593,43.91277,53.05347,178.7303,,,,43.78045,52.2994,178.3762,,,,0,0,0,0,0,0.828851,0,0,
,,STDL_CalibrateHold,0,0,61.79975,61.48533,52.03216,0,172.6471,53.2839,53.3339,172.6471,43.91482,52.41309,178.7225,,,,43.79012,52.00123,178.366,,,,0,0,0,0,0,0.8375816,0,0,
,,STDL_CalibrateMax,0,0,59.94751,59.49725,52.03458,0,172.6351,53.27923,52.97493,172.6351,43.90308,51.67344,178.7146,,,,43.77673,51.53936,178.3552,,,,0,0,0,0,0,0.8301513,0,0,
,,STDL_ADCTest,0,0,57.89734,57.8145,52.0396,0,172.6236,53.26354,52.30534,172.6236,43.91351,51.06,178.7062,,,,43.77896,51.06666,178.3444,,,,0,0,0,0,0,0.8457549,0,0,
,,STDL_AutoZero,1,257,56.30415,57.62602,52.04499,0,172.6125,53.27194,51.77139,172.6125,43.90289,50.39551,178.6977,,,,43.77581,50.43575,178.3336,,,,0,0,0,0,0,0.8266219,0,0,
,,STDL_AutoZeroComplete,0,0,55.49717,57.28405,52.03736,0,172.6024,53.25158,51.03055,172.6024,43.90606,49.72298,178.6888,,,,43.78473,49.91392,178.323,,,,0,0,0,0,0,0.8115755,0,0,
,,STDL_FT_DivertTest,0,0,55.76958,55.91304,52.02118,0,172.5924,53.2613,50.60242,172.5924,43.89414,49.07283,178.6795,,,,43.77357,49.59211,178.3118,,,,0,0,0,0,0,0.8258789,0,0,
,,STDL_FT_DivertSettle,0,0,55.77544,54.84005,52.02416,0,172.5829,53.25906,50.03479,172.5829,43.915,48.41044,178.6698,,,,43.78622,49.10059,178.3007,,,,0,0,0,0,0,0.8184485,0,0,
,,STDL_FT_AutoZeroWait,0,0,55.75806,54.02566,52.0024,0,172.5728,53.26354,49.67592,172.5728,43.91333,47.74875,178.6601,,,,43.76837,48.43554,178.2895,,,,0,0,0,0,0,0.8160337,0,0,
,,STDL_FT_PreVentWait,0,0,56.15878,54.2782,52.01523,0,172.5631,53.27026,49.00438,172.5631,43.89396,47.31067,178.6502,,,,43.76688,47.72275,178.278,,,,0,0,0,0,0,0.8130616,0,0,
,,STDL_FT_DumpVent,0,0,56.21423,54.15263,52.01132,0,172.5533,53.26746,48.6917,172.5533,43.89861,46.94329,178.6397,,,,43.78789,47.09963,178.267,,,,0,0,0,0,0,0.8138046,0,0,
,,STDL_FT_ROccVent,0,0,55.89975,54.12434,52.00332,0,172.5435,53.25233,48.024,172.5435,43.91146,46.45424,178.629,,,,43.78399,46.65264,178.2553,,,,0,0,0,0,0,0.8340522,0,0,
,,STDL_FT_LOccVent,0,0,54.99828,54.79447,51.98975,0,172.5334,53.26952,47.69336,172.5334,43.9232,45.80273,178.618,,,,43.80183,46.05834,178.2438,,,,0,0,0,0,0,0.8264362,0,0,
,,STDL_FT_RDetVent,0,0,54.66166,54.58138,52.02025,0,172.5234,53.25308,47.03635,172.5234,43.88743,45.08009,178.6067,,,,43.76762,45.72354,178.232,,,,0,0,0,0,0,0.8412967,0,0,
,,STDL_FT_LDetVent,0,0,54.39901,53.75923,52.01505,0,172.5137,53.25532,46.48457,172.5137,43.89339,44.45902,178.5958,,,,43.77357,45.04484,178.2203,,,,0,0,0,0,0,0.8561574,0,0,
,,STDL_FT_PostVentTopup,0,0,53.83707,52.34645,52.01374,0,172.5036,53.25607,45.97143,172.5036,43.90289,44.01395,178.5847,,,,43.79886,44.5089,178.2084,,,,0,0,0,0,0,0.8279222,0,0,
,,STDL_FT_LeakTest,0,0,54.30877,50.73745,52.00463,0,172.4938,53.25625,45.39745,172.4938,43.90084,43.41768,178.5735,,,,43.76855,43.77243,178.1963,,,,0,0,0,0,0,0.8554143,0,0,
,,STDL_FT_TopUpWait,0,0,54.71732,48.54992,52.00928,0,172.4841,53.25906,44.85115,172.4841,43.91631,43.08355,178.5623,,,,43.79737,43.34206,178.1844,,,,0,0,0,0,0,0.8474268,0,0,
,,STDL_FT_TopUp,0,0,53.87133,46.32166,51.99867,0,172.4745,53.24654,44.30667,172.4745,43.90979,42.40506,178.5511,,,,43.78622,42.99446,178.1721,,,,0,0,0,0,0,0.8199346,0,0,
,,STDL_FT_Inflate,0,0,52.02493,44.68113,52.01281,0,172.4648,53.22992,43.75176,172.4648,43.91873,42.08876,178.54,,,,43.75945,42.48965,178.1597,,,,0,0,0,0,0,0.8206776,0,0,
,,STDL_FT_Deflate,0,0,50.17647,43.60022,52.01077,0,172.4553,53.24785,43.42319,172.4553,43.90588,41.42579,178.5287,,,,43.76688,41.84206,178.1471,,,,0,0,0,0,0,0.8338665,0,0,
,,STDL_FT_BleedVent,0,0,49.50294,43.33319,52.00909,0,172.4458,53.25383,42.94721,172.4458,43.91053,40.87321,178.5173,,,,43.77525,41.34206,178.1345,,,,0,0,0,0,0,0.8108325,0,0,
,,STDL_FT_OccDump,0,0,49.19468,43.83637,52.01393,0,172.4363,53.24486,42.49405,172.4363,43.90457,40.14259,178.5061,,,,43.77134,40.79125,178.1219,,,,0,0,0,0,0,0.8130616,0,0,
,,STDL_FT_DetDump,0,0,48.96523,44.12796,52.00258,0,172.427,53.23907,41.85482,172.427,43.92096,39.49386,178.4949,,,,43.77451,40.22512,178.109,,,,0,0,0,0,0,0.821978,0,0,
,,STDL_FT_Process,0,0,49.39579,45.0989,52.02267,0,172.4178,53.24187,41.33203,172.4178,43.90084,38.84989,178.4837,,,,43.76577,39.46614,178.0963,,,,0,0,0,0,0,0.822721,0,0,
,,STDL_CL_Inflate,0,0,52.22862,47.194,51.99737,0,172.4084,53.24281,41.01363,172.4084,43.9083,38.17545,178.4726,,,,43.76112,39.06084,178.0836,,,,0,0,0,0,0,0.8245786,0,0,
,,STDL_CL_Hold,0,0,55.98521,48.1132,52.00835,0,172.3989,53.23458,40.52016,172.3989,43.92096,37.51973,178.4614,,,,43.76186,38.48404,178.0709,,,,0,0,0,0,0,0.8212349,0,0,
,,STDL_CL_Isolate,0,0,59.34219,49.40025,51.99049,0,172.3894,53.23066,39.85527,172.3894,43.91277,36.86169,178.4502,,,,43.76614,37.90368,178.0581,,,,0,0,0,0,0,0.8414825,0,0,
,,STDL_CL_Measure,0,0,63.27615,51.56097,52.00165,0,172.38,53.2555,39.36302,172.38,43.90308,36.19896,178.4393,,,,43.76186,37.16285,178.0452,,,,0,0,0,0,0,0.8243928,0,0,
,,,,,67.35155,54.02368,51.97654,0,172.3705,53.25476,38.81282,172.3705,43.88948,35.76013,178.4282,,,,43.75071,36.53019,178.0321,,,,0,0,0,0,0,0.8429686,0,0,
,,,,,71.95084,58.10059,51.99347,0,172.3611,53.23066,38.24371,172.3611,43.91556,35.17359,178.4174,,,,43.76409,35.8789,178.0191,,,,0,0,0,0,0,0.828851,0,0,
,,,,,76.38934,61.27215,51.97338,0,172.3522,53.22693,37.70652,172.3522,43.88501,34.83089,178.4067,,,,43.76762,35.42398,178.0064,,,,0,0,0,0,0,0.8340522,0,0,
,,,,,80.66776,63.72182,51.93562,0,172.3438,53.22637,37.37435,172.3438,43.91407,34.37487,178.3958,,,,43.77004,34.84436,177.9933,,,,0,0,0,0,0,0.8217922,0,0,
,,,,,84.07579,65.37629,51.95719,0,172.3361,53.2217,37.11486,172.3361,43.89414,33.91312,178.3848,,,,43.77209,34.28241,177.9802,,,,0,0,0,0,0,0.8347952,0,0,
