Description,Value,Timing,Start,End,RL_PVR,LL_PVR,RA_DET1,RA_BLD1,RA_OCS1,LA_DET1,LA_BLD1,LA_OCS1,RL_DET1,RL_BLD1,RL_OCS1,RL_DET2,RL_BLD2,RL_OCS2,LL_DET1,LL_BLD1,LL_OCS1,LL_DET2,LL_BLD2,LL_OCS2,TRADET,TRAOCC,TLADET,TLAOCC,TRLDET,TRLOCC,TLLDET,TLLOCC,
CALa_RAO__(V6),554284,STDA_PVR,0,0,73.18444,86.42616,53.60083,0,0,49.36138,94.63391,0,39.92612,94.90099,0,,,,40.12548,94.98247,0,42.34059,94.27297,0,0,0,0,0,0,0.8754762,0,0,
CALa_LLD__(V1),550089,STDA_AnkleWait,0,0,72.18962,81.47416,53.61665,0,205.9067,49.37875,93.98304,205.9067,39.94344,94.20877,179.3629,,,,40.12307,94.24408,179.0074,42.34524,93.84129,228.186,0,0,0,0,0,0.8836495,0,0,
CALa_LLO__(V0),560435,STDA_AnkleCommon,0,0,71.37209,75.66429,53.60902,0,205.9013,49.38846,93.26,205.9013,39.94046,93.90047,179.3519,,,,40.13124,93.62978,179.0005,42.36067,93.25479,228.1723,0,0,0,0,0,0.871018,0,0,
CALa_RLD__(V3),553544,STDA_P1_Inflate,0,0,71.43623,71.55862,53.61274,0,205.8967,49.36997,92.85899,205.8967,39.9358,93.45674,179.341,,,,40.09778,92.96545,178.9942,42.3326,92.68968,228.1579,0,0,0,0,0,0.8814204,0,0,
CALa_RLO__(V2),554261,STDA_P1_DeflateWait,0,0,71.8875,69.93904,53.61348,0,205.8926,49.36978,92.26734,205.8926,39.91345,92.97533,179.3298,,,,40.1253,92.29311,178.9889,42.34449,91.94193,228.1432,0,0,0,0,0,0.8814204,0,0,
CALp_LAD__(V4),1888931,STDA_P1_Deflate,0,0,71.49413,67.8764,53.59209,0,205.8889,49.37072,91.69544,205.8889,39.944,92.34418,179.3188,,,,40.1134,91.64278,178.9843,42.3616,91.5288,228.1281,0,0,0,0,0,0.8749189,0,0,
CALp_LAO__(V6),1900288,STDA_P1_OccVent,0,0,71.25607,65.82162,53.60604,0,205.886,49.36679,90.95393,205.886,39.94567,91.60542,179.3075,,,,40.1121,90.98045,178.9804,42.3339,90.95347,228.1128,0,0,0,0,0,0.8942377,0,0,
CALp_RAD__(V5),1896785,STDA_P1_Process,0,0,70.94736,65.41847,53.59358,0,205.8831,49.36399,90.3189,205.8831,39.92034,90.9883,179.2962,,,,40.12381,90.31878,178.977,42.3339,90.37473,228.0976,0,0,0,0,0,0.8762192,0,0,
CALp_RAO__(V6),1900288,STDA_P2_InitialInf,0,0,70.20342,66.01737,53.57944,0,205.8808,49.36997,89.66943,205.8808,39.92481,90.32597,179.2853,,,,40.12158,89.66067,178.974,42.3339,89.63233,228.0825,0,0,0,0,0,0.9007393,0,0,
CALp_LLD__(V1),1894833,STDA_P2_Inflate,0,0,70.60788,66.78706,53.59637,0,205.8785,49.38491,89.21408,205.8785,39.93077,89.65323,179.2743,,,,40.11637,88.99996,178.9714,42.33929,89.00018,228.0674,0,0,0,0,0,0.9031541,0,0,
CALp_LLO__(V0),1904693,STDA_P2_DeflateWait,0,0,72.33932,67.00847,53.59432,0,205.8757,49.35204,88.85413,205.8757,39.91736,89.0025,179.2635,,,,40.11358,88.33981,178.9694,42.34505,88.34908,228.0525,0,0,0,0,0,0.871761,0,0,
CALp_RLD__(V3),1895648,STDA_P2_Deflate,0,0,73.49084,66.0222,53.58,0,205.873,49.37146,88.58588,205.873,39.9276,88.56056,179.2524,,,,40.12251,87.90015,178.9673,42.32441,87.67387,228.0381,0,0,0,0,0,0.8650737,0,0,
CALp_RLO__(V2),1900100,STDA_P2_OccVent,0,0,73.25367,64.7596,53.57721,0,205.8698,49.38771,88.22469,205.8698,39.92239,87.9721,179.2416,,,,40.12846,87.5333,178.9651,42.33464,87.24104,228.0237,0,0,0,0,0,0.8873647,0,0,
CALo_LAD__(V4),-1367,STDA_P2_Process,0,0,72.41331,65.02651,53.56307,0,205.8661,49.34214,87.8949,205.8661,39.94251,87.63172,179.231,,,,40.1292,87.26441,178.9634,42.34282,86.65466,228.0095,0,0,0,0,0,0.8658168,0,0,
CALo_LAO__(V6),-7946,STDA_AnkEmergOccVent,0,0,71.67574,64.59688,53.57107,0,205.861,49.35708,87.57515,205.861,39.92984,87.17479,179.2207,,,,40.1305,86.90595,178.9615,42.3326,86.08986,227.9955,0,0,0,0,0,0.870275,0,0,
CALo_RAD__(V5),-9015,STDA_AnkEmergDetVent,0,0,71.51974,63.64494,53.58912,0,205.8547,49.35353,87.23824,205.8547,39.94251,86.93287,179.2106,,,,40.13943,86.57455,178.9598,42.32497,85.34186,227.9816,0,0,0,0,0,0.8697177,0,0,
CALo_RAO__(V6),-7946,STDA_Abort,0,0,71.69713,63.49421,53.5787,0,205.8472,49.37352,86.90942,205.8472,39.93077,86.58646,179.2005,,,,40.13812,86.25497,178.9584,42.33018,84.70879,227.9675,0,0,0,0,0,0.8637735,0,0,
CALo_LLD__(V1),-6624,STDA_Complete,22821,0,72.16888,63.68967,53.58986,0,205.8391,49.37763,86.36094,205.8391,39.93822,86.01804,179.1905,,,,40.12846,85.91849,178.9563,42.32739,84.06017,227.9536,0,0,0,0,0,0.8741759,0,0,
CALo_LLO__(V0),-14589,STDA_CalibrateAtmos,0,0,72.14711,63.45839,53.59265,0,205.8303,49.38323,85.7362,205.8303,39.9196,85.63245,179.1807,,,,40.14909,85.58933,178.9541,42.31995,83.60361,227.9397,0,0,0,0,0,0.8732471,0,0,
CALo_RLD__(V3),-7222,STDA_CalibrateHold,0,0,71.61802,63.39603,53.5774,0,205.8206,49.37725,85.01552,205.8206,39.94344,85.19898,179.1705,,,,40.14035,85.26093,178.9505,42.33538,83.02419,227.9258,0,0,0,0,0,0.8673028,0,0,
CALo_RLO__(V2),4732,STDA_CalibrateMax,0,0,70.69806,62.71112,53.57926,0,205.81,49.34606,84.38422,205.81,39.93673,84.73649,179.1602,,,,40.13199,84.92958,178.946,42.32646,82.46265,227.9124,0,0,0,0,0,0.8866217,0,0,
Type,Normal,STDA_ADCTest,0,0,69.6683,60.35723,53.58688,0,205.7992,49.33765,83.72531,205.7992,39.91811,84.3093,179.1501,,,,40.1372,84.59995,178.94,42.32367,81.93015,227.8984,0,0,0,0,0,0.8866217,0,0,
Ability,V2.240,STDA_AutoZero,1,257,69.88153,58.90667,53.58,0,205.788,49.36549,83.27502,205.788,39.93599,83.86826,179.1399,,,,40.1424,84.27015,178.9329,42.33613,81.37233,227.8848,0,0,0,0,0,0.8830922,0,0,
DataViewer,0.047,STDA_AutoZeroComplete,257,1103,70.45755,58.39723,53.57702,0,205.7766,49.34139,82.91485,205.7766,39.93953,83.42468,179.1297,,,,40.12604,83.93989,178.924,42.3326,80.82171,227.8717,0,0,0,0,0,0.8630304,0,0,
,,STDA_FT_DivertTest,0,0,70.55305,57.43548,53.5733,0,205.765,49.33242,82.42506,205.765,39.94791,82.76741,179.1196,,,,40.13589,83.38999,178.9134,42.31902,80.27473,227.8589,0,0,0,0,0,0.8764049,0,0,
,,STDA_FT_DivertSettle,0,0,70.57723,57.01534,53.58316,0,205.7535,49.34382,81.99164,205.7535,39.92854,82.25345,179.1096,,,,40.14705,82.76668,178.9015,42.31028,79.94292,227.8459,0,0,0,0,0,0.8823492,0,0,
,,STDA_FT_AutoZeroWait,0,0,70.51126,56.91011,53.5733,0,205.7417,49.32794,81.34385,205.7417,39.93822,81.93518,179.0995,,,,40.14035,82.04552,178.8886,42.31977,79.46645,227.833,0,0,0,0,0,0.8933089,0,0,
,,STDA_FT_PreVentWait,0,0,70.77644,56.08939,53.57256,0,205.7298,49.33186,80.82018,205.7298,39.93226,81.43867,179.0892,,,,40.15523,81.41406,178.8746,42.32516,79.01469,227.8206,0,0,0,0,0,0.8734329,0,0,
,,STDA_FT_DumpVent,0,0,71.11878,55.72817,53.55396,0,205.7175,49.34158,80.06522,205.7175,39.92705,80.77576,179.079,,,,40.14333,80.75542,178.8596,42.31605,78.59468,227.8078,0,0,0,0,0,0.8999962,0,0,
,,STDA_FT_ROccVent,0,0,71.32061,55.96427,53.57033,0,205.705,49.33765,79.42309,205.705,39.93506,80.2832,179.0688,,,,40.16322,80.085,178.8441,42.33371,78.14527,227.7952,0,0,0,0,0,0.894795,0,0,
,,STDA_FT_LOccVent,0,0,72.17287,55.0154,53.56679,0,205.692,49.33467,78.78283,205.692,39.92556,79.73254,179.0585,,,,40.1701,79.4315,178.8281,42.32497,77.48488,227.7827,0,0,0,0,0,0.8830922,0,0,
,,STDA_FT_RDetVent,0,0,71.84164,54.5968,53.57926,0,205.6781,49.35783,78.10371,205.6781,39.9209,79.16383,179.0484,,,,40.16415,78.77064,178.8112,42.32125,76.97495,227.7699,0,0,0,0,0,0.8799344,0,0,
,,STDA_FT_LDetVent,0,0,70.28271,55.34859,53.5919,0,205.6638,49.35054,77.44987,205.6638,39.93282,78.62653,179.0382,,,,40.15672,78.10905,178.7944,42.3259,76.43503,227.7568,0,0,0,0,0,0.8899653,0,0,
,,STDA_FT_PostVentTopup,0,0,69.34732,55.0074,53.59358,0,205.649,49.35054,76.79214,205.649,39.93226,78.0743,179.0282,,,,40.15969,77.67039,178.7771,42.31382,75.86495,227.7441,0,0,0,0,0,0.8734329,0,0,
,,STDA_FT_LeakTest,0,0,69.13923,54.50385,53.60102,0,205.6338,49.35559,76.34857,205.6338,39.93897,77.74155,179.0185,,,,40.14612,77.08336,178.7593,42.31995,75.32497,227.7315,0,0,0,0,0,0.8823492,0,0,
,,STDA_FT_TopUpWait,0,0,68.6897,54.17889,53.5986,0,205.6182,49.37576,75.76353,205.6182,39.94251,77.26746,179.0087,,,,40.15895,76.52094,178.7413,42.33538,74.99498,227.7189,0,0,0,0,0,0.878634,0,0,
,,STDA_FT_TopUp,0,0,67.57452,54.75451,53.59525,0,205.6026,49.34606,75.20141,205.6026,39.91885,76.81444,178.9988,,,,40.16043,75.77156,178.7233,42.3259,74.51497,227.7064,0,0,0,0,0,0.8734329,0,0,
,,STDA_FT_Inflate,0,0,67.30339,55.59569,53.59655,0,205.5872,49.3625,74.67117,205.5872,39.94474,76.17448,178.9886,,,,40.16936,75.13862,178.7053,42.30582,74.06497,227.6941,0,0,0,0,0,0.8754762,0,0,
,,STDA_FT_Deflate,0,0,67.97398,55.70063,53.60902,0,205.5721,49.34905,74.33203,205.5721,39.93301,75.43213,178.9783,,,,40.1372,74.49037,178.6873,42.30806,73.42497,227.6817,0,0,0,0,0,0.877891,0,0,
,,STDA_FT_BleedVent,0,0,69.19103,55.88802,53.59581,0,205.5575,49.36007,73.85487,205.5575,39.9358,74.82035,178.9682,,,,40.14705,73.81351,178.6695,42.33092,72.90163,227.6691,0,0,0,0,0,0.8732471,0,0,
,,STDA_FT_OccDump,0,0,69.7592,55.86492,53.60455,0,205.5434,49.35783,73.18602,205.5434,39.91568,74.37566,178.9581,,,,40.16694,73.16084,178.6515,42.30713,72.14386,227.6567,0,0,0,0,0,0.8912656,0,0,
,,STDA_FT_DetDump,0,0,69.36785,54.77161,53.60772,0,205.5304,49.37595,72.47097,205.5304,39.92183,73.77605,178.9477,,,,40.153,72.50157,178.6341,42.29987,71.50349,227.6441,0,0,0,0,0,0.8621016,0,0,
,,STDA_FT_Process,0,0,69.76819,52.9117,53.5906,0,205.5183,49.35652,71.85062,205.5183,39.90823,73.22401,178.9374,,,,40.15802,72.05864,178.6168,42.31605,70.86299,227.6318,0,0,0,0,0,0.8801201,0,0,
,,STDA_CL_Inflate,0,0,70.5859,51.28658,53.5919,0,205.5071,49.36754,71.18253,205.5071,39.93208,72.6919,178.9273,,,,40.17066,71.47368,178.6,42.30564,70.18345,227.6192,0,0,0,0,0,0.8762192,0,0,
,,STDA_CL_Hold,0,0,69.77735,49.73596,53.58018,0,205.4966,49.35185,70.51471,205.4966,39.93804,72.13065,178.9172,,,,40.182,70.91129,178.584,42.30062,69.52998,227.6069,0,0,0,0,0,0.894795,0,0,
,,STDA_CL_Isolate,0,0,67.69582,48.43382,53.58837,0,205.4867,49.35727,70.08262,205.4867,39.93152,71.58219,178.9073,,,,40.14463,70.1612,178.5691,42.3153,68.87214,227.5945,0,0,0,0,0,0.8732471,0,0,
,,STDA_CL_Measure,0,0,66.53075,47.51479,53.61869,0,205.4767,49.36549,69.71329,205.4767,39.92705,71.03491,178.8973,,,,40.14612,69.52872,178.5554,42.30657,68.20852,227.5817,0,0,0,0,0,0.8645165,0,0,
,,STDL_Idle,0,0,66.28077,46.85344,53.58298,0,205.4669,49.3526,69.22353,205.4669,39.93431,70.48258,178.8873,,,,40.16174,69.1004,178.5427,42.30638,67.55021,227.5692,0,0,0,0,0,0.8890365,0,0,
,,STDL_InitialInflate,309,1102,66.52039,46.03879,53.60028,0,205.457,49.3737,68.79314,205.457,39.91121,70.15323,178.8778,,,,40.16787,68.49677,178.5307,42.30266,67.11029,227.5569,0,0,0,0,0,0.8853213,0,0,
,,STDL_InitialPresHold,1102,2141,66.24646,45.25468,53.59953,0,205.447,49.34755,68.14332,205.447,39.92165,69.6769,178.8679,,,,40.15969,67.94196,178.5191,42.32144,66.743,227.5445,0,0,0,0,0,0.8918229,0,0,
,,STDL_InitialTopUp,2243,2525,66.35483,45.86165,53.58391,0,205.437,49.35577,67.84,205.437,39.92388,69.22424,178.858,,,,40.1753,67.41305,178.5079,42.33761,66.2545,227.532,0,0,0,0,0,0.871761,0,0,
,,STDL_AR_Init,0,0,68.14969,48.43607,53.58298,0,205.4266,49.35708,67.15882,205.4266,39.94251,68.80479,178.8484,,,,40.15672,66.85059,178.4968,42.29021,65.6026,227.52,0,0,0,0,0,0.8801201,0,0,
,,STDL_Arm_TopUp,0,0,69.61462,51.92024,53.61218,0,205.4167,49.3638,66.61404,205.4167,39.92481,68.35531,178.8385,,,,40.15597,66.30186,178.4858,42.30434,65.10004,227.508,0,0,0,0,0,0.8918229,0,0,
,,STDL_Arm_Inflate,0,0,69.63532,57.22041,53.604,0,205.4069,49.34681,66.10429,205.4069,39.91438,67.91477,178.8289,,,,40.16694,65.75517,178.475,42.29913,64.77238,227.4967,0,0,0,0,0,0.8793771,0,0,
,,STDL_Arm_Deflate,0,0,69.35453,63.87945,53.61051,0,205.3969,49.37744,65.52572,205.3969,39.93282,67.47829,178.8194,,,,40.15597,65.42254,178.4642,42.31921,64.49834,227.4856,0,0,0,0,0,0.8853213,0,0,
,,STDL_Arm_ProcessWait,0,0,69.8064,70.86778,53.6053,0,205.3871,49.35278,64.98135,205.3871,39.92984,67.03612,178.8099,,,,40.16564,64.94652,178.4533,42.30657,64.13025,227.4752,0,0,0,0,0,0.8667456,0,0,
,,STDL_Arm_Process,0,0,70.45078,78.9341,53.60828,0,205.3775,49.3483,64.43712,205.3775,39.93208,66.59639,178.8004,,,,40.18404,64.27474,178.4426,42.30638,63.80699,227.4655,0,0,0,0,0,0.8873647,0,0,
,,STDL_PVR,3634,4034,71.33208,84.94492,53.61274,0,205.3679,49.35801,63.88139,205.3679,39.93152,65.93693,178.7907,,,,40.18423,63.78127,178.4319,42.29318,63.48519,227.4564,0,0,0,0,0,0.8762192,0,0,
,,STDL_AnkleWait,4034,4617,72.97619,89.26604,53.60251,0,205.3584,49.35633,63.33329,205.3584,39.93953,65.20315,178.7808,,,,40.17363,63.23418,178.4209,42.31084,63.14748,227.4475,0,0,0,0,0,0.8687889,0,0,
,,STDL_AnkleCommon,4617,8182,73.6593,93.77338,53.59786,0,205.3487,49.34307,62.78393,205.3487,39.94027,64.59216,178.771,,,,40.15355,62.66339,178.4099,42.29615,62.81989,227.4389,0,0,0,0,0,0.8615444,0,0,
,,STDL_P1_Inflate,9191,10451,73.78682,96.16525,53.59674,0,205.3395,49.34662,62.23287,205.3395,39.93506,63.92408,178.7612,,,,40.16694,61.90628,178.399,42.3021,62.49085,227.4304,0,0,0,0,0,0.8652595,0,0,
,,STDL_P1_DeflateWait,10451,10604,74.15166,97.19897,53.58018,0,205.3303,49.35951,61.90336,205.3303,39.9412,63.25313,178.7516,,,,40.17605,61.28128,178.3884,42.29987,62.1594,227.422,0,0,0,0,0,0.8674886,0,0,
,,STDL_P1_Deflate,10807,14793,73.133,97.35078,53.60381,0,205.3212,49.34064,61.20672,205.3212,39.93506,62.82312,178.7419,,,,40.15225,60.85032,178.3778,42.28946,61.61005,227.4135,0,0,0,0,0,0.8905225,0,0,
,,STDL_P1_OccVent,14805,14905,71.31381,96.79377,53.60176,0,205.313,49.32439,60.90099,205.313,39.92258,62.23344,178.7325,,,,40.15895,60.24596,178.3668,42.29895,60.98677,227.4048,0,0,0,0,0,0.8726898,0,0,
,,STDL_P1_Process,15108,15109,69.23529,95.66473,53.58447,0,205.3054,49.32271,60.45702,205.3054,39.91438,61.8899,178.7232,,,,40.16843,59.69252,178.3557,42.30285,60.26541,227.3957,0,0,0,0,0,0.8695319,0,0,
,,STDL_P2_InitialInf,15111,16597,68.03405,95.1562,53.6172,0,205.2983,49.34662,60.19491,205.2983,39.94176,61.21548,178.7137,,,,40.17679,58.94293,178.345,42.29225,59.63408,227.3868,0,0,0,0,0,0.8749189,0,0,
,,STDL_P2_Inflate,17606,19371,67.69022,95.95628,53.60083,0,205.2917,49.34064,59.85764,205.2917,39.91438,60.67961,178.7043,,,,40.15802,58.52714,178.3341,42.29913,58.97542,227.3772,0,0,0,0,0,0.8697177,0,0,
,,STDL_P2_DeflateWait,19371,19524,67.70981,95.85516,53.60158,0,205.286,49.35932,59.50986,205.286,39.92314,59.94166,178.6951,,,,40.17587,57.9542,178.3236,42.2863,58.30497,227.3675,0,0,0,0,0,0.8806774,0,0,
,,STDL_P2_Deflate,19727,22231,68.1972,95.95129,53.59432,0,205.2807,49.32813,59.19414,205.2807,39.96188,59.51225,178.6861,,,,40.16397,57.59476,178.3134,42.30787,57.65149,227.3578,0,0,0,0,0,0.8762192,0,0,
,,STDL_P2_OccVent,22243,22616,68.45375,95.8543,53.58986,0,205.2755,49.34214,58.86055,205.2755,39.93077,59.16451,178.6769,,,,40.16322,57.14536,178.3034,42.30582,56.99062,227.3486,0,0,0,0,0,0.8814204,0,0,
,,STDL_P2_Process,22819,22820,69.24521,95.81139,53.58763,0,205.2705,49.35857,58.52818,205.2705,39.92556,58.65947,178.6678,,,,40.15281,56.90477,178.2937,42.28872,56.54903,227.3389,0,0,0,0,0,0.8556001,0,0,
,,STDL_AnkEmergOccVent,0,0,71.19639,95.57492,53.57721,0,205.2657,49.34438,57.98095,205.2657,39.92165,58.01208,178.6587,,,,40.16564,56.55497,178.2847,42.30043,55.96371,227.3291,0,0,0,0,0,0.8673028,0,0,
,,STDL_AnkEmergDetVent,0,0,72.55061,94.16818,53.57498,0,205.2611,49.34008,57.57656,205.2611,39.91718,57.51202,178.6497,,,,40.16415,56.20837,178.2764,42.29002,55.40112,227.3195,0,0,0,0,0,0.8739901,0,0,
,,STDL_Abort,0,0,72.98726,92.34592,53.57479,0,205.2563,49.33859,57.14856,205.2563,39.9263,56.96119,178.6407,,,,40.16843,55.89603,178.2691,42.27589,54.65129,227.3094,0,0,0,0,0,0.8875504,0,0,
,,STDL_Complete,22820,22821,73.73241,90.88538,53.58149,0,205.2521,49.34158,56.68869,205.2521,39.94344,56.3951,178.6315,,,,40.17661,55.55979,178.2628,42.29764,54.01871,227.299,0,0,0,0,0,0.878634,0,0,
,,STDL_CalibrateAtmos,0,0,75.13889,88.97083,53.60678,0,205.2482,49.33018,56.25794,205.2482,39.93059,55.8561,178.6226,,,,40.16489,55.22806,178.2577,42.27887,53.37037,227.2881,0,0,0,0,0,0.8860644,0,0,
,,STDL_CalibrateHold,0,0,76.05219,86.18027,53.5787,0,205.2451,49.34737,55.8184,205.2451,39.94679,55.52413,178.6136,,,,40.18126,54.90129,178.2536,42.30806,52.69345,227.2767,0,0,0,0,0,0.8777053,0,0,
,,STDL_CalibrateMax,0,0,76.3078,82.51334,53.57275,0,205.2424,49.33691,55.59501,205.2424,39.92481,55.04511,178.6047,,,,40.18107,54.56971,178.2504,42.28798,52.04084,227.2644,0,0,0,0,0,0.8866217,0,0,
,,STDL_ADCTest,0,0,76.04011,78.02321,53.58763,0,205.2399,49.3498,55.23045,205.2399,39.94717,54.59511,178.5956,,,,40.16787,54.23969,178.2479,42.28946,51.38156,227.2515,0,0,0,0,0,0.8791913,0,0,
,,STDL_AutoZero,1,257,76.23861,74.3436,53.58521,0,205.2379,49.34288,54.88795,205.2379,39.93226,53.95478,178.5868,,,,40.16619,53.69023,178.2459,42.2798,50.71862,227.2381,0,0,0,0,0,0.8843926,0,0,
,,STDL_AutoZeroComplete,0,0,76.46811,70.67207,53.57553,0,205.2363,49.33765,54.5778,205.2363,39.93599,53.65167,178.5779,,,,40.14389,53.06654,178.2444,42.27682,50.06034,227.2244,0,0,0,0,0,0.8866217,0,0,
,,STDL_FT_DivertTest,0,0,75.8957,67.28703,53.5867,0,205.2349,49.3399,54.01873,205.2349,39.90525,52.96719,178.569,,,,40.16991,52.34549,178.2435,42.29244,49.62017,227.2103,0,0,0,0,0,0.8829065,0,0,
,,STDL_FT_DivertSettle,0,0,75.71832,65.35133,53.57572,0,205.2334,49.36773,53.39483,205.2334,39.90395,52.64455,178.5598,,,,40.15672,51.71409,178.2429,42.27812,49.03305,227.1966,0,0,0,0,0,0.8682317,0,0,
,,STDL_FT_AutoZeroWait,0,0,75.3745,64.83802,53.57051,0,205.2315,49.33485,52.67712,205.2315,39.90973,51.9878,178.5512,,,,40.16991,51.05537,178.2427,42.31233,48.69119,227.1826,0,0,0,0,0,0.8838353,0,0,
,,STDL_FT_PreVentWait,0,0,74.81955,64.73794,53.57256,0,205.2295,49.34064,52.26356,205.2295,39.90674,51.65318,178.5424,,,,40.16787,50.38498,178.2425,42.29021,48.0148,227.1686,0,0,0,0,0,0.8754762,0,0,
,,STDL_FT_DumpVent,0,0,74.78831,64.91078,53.56661,0,205.2271,49.36082,51.6785,205.2271,39.9142,50.99517,178.5336,,,,40.15076,49.95148,178.243,42.2863,47.47968,227.155,0,0,0,0,0,0.8843926,0,0,
,,STDL_FT_ROccVent,0,0,76.00082,65.60593,53.57721,0,205.2238,49.35503,51.1064,205.2238,39.94158,50.44538,178.5248,,,,40.16471,49.36395,178.2436,42.3088,46.96189,227.1417,0,0,0,0,0,0.877148,0,0,
,,STDL_FT_LOccVent,0,0,76.53507,65.89619,53.57275,0,205.2192,49.37296,50.36282,205.2192,39.9263,49.71125,178.5162,,,,40.16415,49.02014,178.2437,42.28649,46.60546,227.1285,0,0,0,0,0,0.877891,0,0,
,,STDL_FT_RDetVent,0,0,76.10912,65.40347,53.57479,0,205.2134,49.3498,49.72924,205.2134,39.92258,49.28394,178.5076,,,,40.17958,48.56519,178.244,42.28128,46.13568,227.1156,0,0,0,0,0,0.8635877,0,0,
,,STDL_FT_LDetVent,0,0,76.3266,65.77657,53.58149,0,205.2063,49.35932,49.07949,205.2063,39.92388,48.93352,178.499,,,,40.16564,48.32309,178.2441,42.285,45.46767,227.1031,0,0,0,0,0,0.8890365,0,0,
,,STDL_FT_PostVentTopup,0,0,76.32792,66.27994,53.56456,0,205.1985,49.34083,48.40385,205.1985,39.95015,48.42957,178.4908,,,,40.18256,47.97614,178.244,42.28407,44.9696,227.0905,0,0,0,0,0,0.8860644,0,0,
,,STDL_FT_LeakTest,0,0,75.98409,66.43159,53.56363,0,205.1902,49.35334,47.75086,205.1902,39.91438,48.00234,178.4824,,,,40.18497,47.62814,178.2434,42.285,44.42432,227.0782,0,0,0,0,0,0.8845783,0,0,
,,STDL_FT_TopUpWait,0,0,75.549,66.10471,53.56289,0,205.1808,49.37819,47.0914,205.1808,39.92034,47.35514,178.4741,,,,40.19371,47.31579,178.2421,42.27292,43.85387,227.066,0,0,0,0,0,0.8687889,0,0,
,,STDL_FT_TopUp,0,0,75.50001,65.25153,53.58093,0,205.1707,49.35278,46.4287,205.1707,39.94344,46.82902,178.4658,,,,40.19167,46.76002,178.2401,42.27533,43.09593,227.0535,0,0,0,0,0,0.877891,0,0,
,,STDL_FT_Inflate,0,0,75.80558,64.06006,53.57535,0,205.1598,49.36997,45.99032,205.1598,39.92332,46.2955,178.4574,,,,40.19762,46.13465,178.2371,42.27812,42.47137,227.0411,0,0,0,0,0,0.8749189,0,0,
,,STDL_FT_Deflate,0,0,75.5697,61.98747,53.56437,0,205.1488,49.3752,45.40348,205.1488,39.93059,45.72655,178.449,,,,40.20282,45.41682,178.2329,42.27533,41.82039,227.0291,0,0,0,0,0,0.8784483,0,0,
,,STDL_FT_BleedVent,0,0,74.51363,60.67019,53.57033,0,205.1373,49.34662,45.06083,205.1373,39.91643,45.18369,178.4404,,,,40.17085,44.78383,178.228,42.26864,41.14257,227.0168,0,0,0,0,0,0.8836495,0,0,
