Description,Value,Timing,Start,End,RL_PVR,LL_PVR,RA_DET1,RA_BLD1,RA_OCS1,LA_DET1,LA_BLD1,LA_OCS1,RL_DET1,RL_BLD1,RL_OCS1,RL_DET2,RL_BLD2,RL_OCS2,LL_DET1,LL_BLD1,LL_OCS1,LL_DET2,LL_BLD2,LL_OCS2,TRADET,TRAOCC,TLADET,TLAOCC,TRLDET,TRLOCC,TLLDET,TLLOCC,
CALa_RLD__(V3),553544,STDA_P1_Inflate,0,0,56.81671,59.47929,49.44987,0,146.7267,51.3839,93.8449,146.7267,43.45863,93.456,180.2142,,,,41.86503,92.26327,180.8075,,,,0,0,0.3849674,0,0,1.622965,0,0,
CALa_RLO__(V2),554261,STDA_P1_DeflateWait,0,0,56.96049,59.37184,49.46178,0,146.7206,51.35421,93.28857,146.7206,43.47092,92.97826,180.2048,,,,41.85239,91.70119,180.7968,,,,0,0,0.387956,0,0,1.617207,0,0,
CALp_LAD__(V4),1888931,STDA_P1_Deflate,0,0,56.01901,61.32962,49.43667,0,146.714,51.37045,92.66597,146.714,43.45732,92.34247,180.1958,,,,41.86429,90.95145,180.7855,,,,0,0,0.3788035,0,0,1.599188,0,0,
CALp_LAO__(V6),1900288,STDA_P1_OccVent,0,0,55.63719,63.87678,49.4283,0,146.7071,51.34972,91.94648,146.7071,43.44857,91.82558,180.1869,,,,41.84811,90.31863,180.7745,,,,0,0,0.3789902,0,0,1.602346,0,0,
CALp_RAD__(V5),1896785,STDA_P1_Process,0,0,55.66836,66.83081,49.44541,0,146.7002,51.35252,91.31367,146.7002,43.45602,91.2821,180.1779,,,,41.85927,89.89043,180.7635,,,,0,0,0.3758149,0,0,1.599374,0,0,
CALp_RAO__(V6),1900288,STDA_P2_InitialInf,0,0,55.19192,70.75891,49.42179,0,146.6929,51.35869,90.65537,146.6929,43.4454,90.93671,180.169,,,,41.85834,89.28683,180.7522,,,,0,0,0.3847806,0,0,1.59343,0,0,
CALp_LLD__(V1),1894833,STDA_P2_Inflate,0,0,54.82859,75.09914,49.45602,0,146.6856,51.35252,89.98518,146.6856,43.44931,90.24813,180.1598,,,,41.85983,88.73196,180.7408,,,,0,0,0.3939332,0,0,1.594916,0,0,
CALp_LLO__(V0),1904693,STDA_P2_DeflateWait,0,0,54.3437,78.59728,49.44541,0,146.6785,51.33907,89.33141,146.6785,43.44019,89.72231,180.1505,,,,41.8576,87.98308,180.7297,,,,0,0,0.3907578,0,0,1.602903,0,0,
CALp_RLD__(V3),1895648,STDA_P2_Deflate,0,0,53.86557,80.37878,49.45304,0,146.6711,51.33907,88.67065,146.6711,43.45155,88.98238,180.1413,,,,41.85834,87.56729,180.7186,,,,0,0,0.393186,0,0,1.606619,0,0,
CALp_RLO__(V2),1900100,STDA_P2_OccVent,0,0,53.31436,81.9342,49.43741,0,146.664,51.37045,88.22908,146.664,43.45155,88.33094,180.1322,,,,41.85909,86.99411,180.7074,,,,0,0,0.407195,0,0,1.588972,0,0,
CALo_LAD__(V4),2118,STDA_P2_Process,0,0,53.59053,83.73236,49.43499,0,146.6566,51.35122,87.86371,146.6566,43.4469,87.69188,180.123,,,,41.84291,86.41483,180.6963,,,,0,0,0.4014046,0,0,1.605318,0,0,
CALo_LAO__(V6),-5495,STDA_AnkEmergOccVent,0,0,54.08156,84.78743,49.40542,0,146.6492,51.33627,87.59447,146.6492,43.44987,87.01507,180.1137,,,,41.85388,85.67207,180.6855,,,,0,0,0.3907578,0,0,1.60086,0,0,
CALo_RAD__(V5),-6320,STDA_AnkEmergDetVent,0,0,54.50404,86.36485,49.42476,0,146.641,51.36467,87.23575,146.641,43.44112,86.3593,180.1044,,,,41.85537,85.26034,180.6744,,,,0,0,0.3916917,0,0,1.60829,0,0,
CALo_RAO__(V6),-5495,STDA_Abort,0,0,53.92126,87.98911,49.41862,0,146.632,51.35925,86.90464,146.632,43.4469,85.92208,180.0952,,,,41.85555,84.68241,180.6638,,,,0,0,0.4028989,0,0,1.594173,0,0,
CALo_LLD__(V1),-3774,STDA_Complete,13184,0,53.12819,88.66365,49.43221,0,146.6223,51.36616,86.58495,146.6223,43.4469,85.33215,180.0858,,,,41.8444,84.32494,180.6532,,,,0,0,0.4006575,0,0,1.568167,0,0,
CALo_LLO__(V0),-12682,STDA_CalibrateAtmos,0,0,52.46127,89.36801,49.43518,0,146.6118,51.36691,86.02844,146.6118,43.45137,84.77117,180.0766,,,,41.87173,83.65589,180.6425,,,,0,0,0.4088761,0,0,1.572625,0,0,
CALo_RLD__(V3),-4347,STDA_CalibrateHold,0,0,51.9127,89.7319,49.43964,0,146.6006,51.3854,85.40601,146.6006,43.46627,84.0218,180.0676,,,,41.85388,83.12108,180.6323,,,,0,0,0.407195,0,0,1.573182,0,0,
CALo_RLO__(V2),8882,STDA_CalibrateMax,0,0,52.38239,89.37608,49.44262,0,146.5891,51.37737,84.68647,146.5891,43.43702,83.60837,180.0582,,,,41.84663,82.60063,180.6219,,,,0,0,0.3907578,0,0,1.565009,0,0,
Type,Normal,STDA_ADCTest,0,0,52.51398,89.01238,49.41546,0,146.5777,51.37643,84.05364,146.5777,43.44093,83.03378,180.0489,,,,41.86503,82.02586,180.6119,,,,0,0,0.3834731,0,0,1.578569,0,0,
Ability,V2.240,STDA_AutoZero,1,257,52.7387,88.52931,49.40226,0,146.5661,51.36149,83.61537,146.5661,43.4441,82.45464,180.0396,,,,41.85258,81.70252,180.6016,,,,0,0,0.398416,0,0,1.57764,0,0,
DataViewer,0.047,STDA_AutoZeroComplete,257,1043,54.10869,87.64566,49.40765,0,146.5548,51.36168,83.23849,146.5548,43.44242,81.93226,180.0306,,,,41.84644,81.00967,180.5915,,,,0,0,0.3715188,0,0,1.585999,0,0,
,,STDA_FT_DivertTest,0,0,57.15037,86.79539,49.41267,0,146.5433,51.36616,82.75584,146.5433,43.44093,81.59356,180.0215,,,,41.84941,80.47935,180.5816,,,,0,0,0.4064479,0,0,1.583027,0,0,
,,STDA_FT_DivertSettle,0,0,62.03075,85.72646,49.41286,0,146.5321,51.35551,82.10323,146.5321,43.4441,81.11349,180.0121,,,,41.84347,79.96385,180.5718,,,,0,0,0.381792,0,0,1.560551,0,0,
,,STDA_FT_AutoZeroWait,0,0,69.03522,84.84903,49.40821,0,146.5209,51.36747,81.59919,146.5209,43.44242,80.44643,180.0029,,,,41.85388,79.38429,180.5617,,,,0,0,0.3997236,0,0,1.599188,0,0,
,,STDA_FT_PreVentWait,0,0,75.48194,83.54012,49.41435,0,146.5102,51.36747,81.05275,146.5102,43.43944,79.73116,179.9938,,,,41.8496,78.8425,180.5516,,,,0,0,0.4028989,0,0,1.588972,0,0,
,,STDA_FT_DumpVent,0,0,81.27741,81.83644,49.42011,0,146.5,51.36149,80.70506,146.5,43.43572,79.33036,179.9846,,,,41.84142,78.29688,180.5418,,,,0,0,0.3877692,0,0,1.572439,0,0,
,,STDA_FT_ROccVent,0,0,88.1741,80.86839,49.42179,0,146.4899,51.3684,80.019,146.4899,43.43814,78.73598,179.9754,,,,41.85109,77.96122,180.5318,,,,0,0,0.4101836,0,0,1.567981,0,0,
,,STDA_FT_LOccVent,0,0,93.05728,79.82624,49.41584,0,146.4804,51.34823,79.49226,146.4804,43.43348,78.16583,179.9662,,,,41.8615,77.48686,180.5217,,,,0,0,0.3909446,0,0,1.556093,0,0,
,,STDA_FT_RDetVent,0,0,96.94563,78.45806,49.43072,0,146.4715,51.35421,78.75211,146.4715,43.45584,77.42406,179.9573,,,,41.83473,76.81499,180.5117,,,,0,0,0.3974821,0,0,1.563709,0,0,
,,STDA_FT_LDetVent,0,0,101.8084,77.04899,49.43946,0,146.4628,51.36224,78.32112,146.4628,43.4292,77.00862,179.948,,,,41.83975,76.32102,180.5016,,,,0,0,0.3922521,0,0,1.564266,0,0,
,,STDA_FT_PostVentTopup,0,0,105.3823,75.39451,49.43276,0,146.4541,51.36448,77.75517,146.4541,43.45155,76.43284,179.9393,,,,41.8509,75.77429,180.4915,,,,0,0,0.3997236,0,0,1.571882,0,0,
,,STDA_FT_LeakTest,0,0,108.2193,73.60384,49.45509,0,146.4452,51.37718,77.17613,146.4452,43.45155,76.07517,179.9304,,,,41.83176,75.20343,180.4814,,,,0,0,0.4141061,0,0,1.590458,0,0,
,,STDA_FT_TopUpWait,0,0,110.6355,72.96963,49.43499,0,146.4361,51.35869,76.43081,146.4361,43.44484,75.40554,179.9213,,,,41.84514,74.66624,180.4713,,,,0,0,0.407195,0,0,1.567981,0,0,
,,STDA_FT_TopUp,0,0,111.0746,72.80882,49.45602,0,146.4273,51.35999,75.8007,146.4273,43.4469,74.87119,179.9125,,,,41.85313,74.11465,180.4612,,,,0,0,0.3834731,0,0,1.600674,0,0,
,,STDA_FT_Inflate,0,0,110.5977,72.79023,49.44262,0,146.4184,51.37064,75.36922,146.4184,43.43963,74.35063,179.9038,,,,41.84496,73.56144,180.4513,,,,0,0,0.3907578,0,0,1.603647,0,0,
,,STDA_FT_Deflate,0,0,109.9052,72.86977,49.4536,0,146.4095,51.35999,74.98691,146.4095,43.45453,73.99578,179.8951,,,,41.85109,73.01411,180.4414,,,,0,0,0.3802978,0,0,1.61052,0,0,
,,STDA_FT_BleedVent,0,0,107.955,72.2505,49.4575,0,146.4006,51.37793,74.50561,146.4006,43.44857,73.74586,179.8863,,,,41.84941,72.6834,180.4319,,,,0,0,0.3907578,0,0,1.586557,0,0,
,,STDA_FT_OccDump,0,0,106.1044,72.09742,49.45285,0,146.3918,51.37811,73.85391,146.3918,43.44317,73.15076,179.8777,,,,41.85537,72.20631,180.4217,,,,0,0,0.3972953,0,0,1.625937,0,0,
,,STDA_FT_DetDump,0,0,104.7927,72.40948,49.45211,0,146.3828,51.37568,73.12881,146.3828,43.46776,72.7508,179.8689,,,,41.82785,71.53461,180.4117,,,,0,0,0.3929992,0,0,1.661603,0,0,
,,STDA_FT_Process,0,0,103.8925,71.74781,49.43499,0,146.374,51.37214,72.72944,146.374,43.42324,72.11581,179.8602,,,,41.85239,71.04144,180.4018,,,,0,0,0.3937464,0,0,1.679436,0,0,
,,STDA_CL_Inflate,0,0,103.228,70.90132,49.41881,0,146.3653,51.38764,72.13738,146.3653,43.44038,71.57246,179.8515,,,,41.84347,70.49412,180.392,,,,0,0,0.3997236,0,0,1.680364,0,0,
,,STDA_CL_Hold,0,0,101.0037,70.62614,49.43072,0,146.3563,51.38633,71.78521,146.3563,43.45453,70.82635,179.8425,,,,41.8377,70.14339,180.3821,,,,0,0,0.4057007,0,0,1.710643,0,0,
,,STDA_CL_Isolate,0,0,97.89009,70.94748,49.39333,0,146.3479,51.38913,71.11734,146.3479,43.44857,70.18488,179.834,,,,41.85239,69.45965,180.3723,,,,0,0,0.3834731,0,0,1.724018,0,0,
,,STDA_CL_Measure,0,0,95.36581,71.24879,49.41565,0,146.3392,51.38708,70.79997,146.3392,43.45211,69.76123,179.8256,,,,41.83306,68.93238,180.3626,,,,0,0,0.4073818,0,0,1.710643,0,0,
,,STDL_Idle,0,0,93.91527,71.58107,49.43202,0,146.3307,51.38689,70.13417,146.3307,43.43963,69.15749,179.8167,,,,41.8167,68.4118,180.3527,,,,0,0,0.4114911,0,0,1.735906,0,0,
,,STDL_InitialInflate,310,1042,91.39632,72.5207,49.41788,0,146.322,51.40277,69.80383,146.322,43.44186,68.6012,179.8078,,,,41.8338,67.83461,180.3426,,,,0,0,0.398416,0,0,1.73312,0,0,
,,STDL_InitialPresHold,1042,1766,88.93503,72.57073,49.41584,0,146.3136,51.39007,69.14599,146.3136,43.44317,68.0733,179.7991,,,,41.82934,67.51293,180.3328,,,,0,0,0.3832863,0,0,1.742779,0,0,
,,STDL_InitialTopUp,1868,2001,86.87788,71.67882,49.40244,0,146.305,51.39362,68.81466,146.305,43.43963,67.73066,179.7904,,,,41.83622,67.03978,180.3228,,,,0,0,0.4101836,0,0,1.726432,0,0,
,,STDL_AR_Init,0,0,83.98832,71.57959,49.41137,0,146.2964,51.42145,68.15482,146.2964,43.44038,67.25505,179.7823,,,,41.839,66.58244,180.3131,,,,0,0,0.3832863,0,0,1.735349,0,0,
,,STDL_Arm_TopUp,0,0,81.90166,71.05643,49.40374,0,146.2881,51.40351,67.82516,146.2881,43.45081,66.80634,179.7744,,,,41.83455,66.16505,180.3033,,,,0,0,0.3797374,0,0,1.74055,0,0,
,,STDL_Arm_Inflate,0,0,80.82718,69.54038,49.38161,0,146.2798,51.39754,67.38488,146.2798,43.45509,66.38401,179.7678,,,,41.84663,65.49575,180.2936,,,,0,0,0.4034593,0,0,1.737949,0,0,
,,STDL_Arm_Deflate,0,0,79.24136,68.94477,49.39054,0,146.2713,51.4123,67.12828,146.2713,43.46198,66.15513,179.7617,,,,41.83306,65.20107,180.2838,,,,0,0,0.4027121,0,0,1.700984,0,0,
,,STDL_Arm_ProcessWait,0,0,78.03748,68.31013,49.41435,0,146.2632,51.3826,66.5661,146.2632,43.4305,65.78849,179.7563,,,,41.82859,64.74062,180.2742,,,,0,0,0.3789902,0,0,1.704699,0,0,
,,STDL_Arm_Process,0,0,77.43485,66.86636,49.40449,0,146.2547,51.40333,65.92642,146.2547,43.44987,65.4492,179.7516,,,,41.83157,64.26582,180.2646,,,,0,0,0.4014046,0,0,1.692996,0,0,
,,STDL_PVR,3110,3510,76.83927,65.80138,49.40077,0,146.2467,51.3953,65.22027,146.2467,43.45006,65.1376,179.7478,,,,41.839,63.85583,180.2549,,,,0,0,0.4068215,0,0,1.680922,0,0,
,,STDL_AnkleWait,3510,3969,75.54874,65.23841,49.40691,0,146.2385,51.38484,64.80426,146.2385,43.45602,64.79843,179.7442,,,,41.83696,63.18742,180.2453,,,,0,0,0.3969218,0,0,1.652686,0,0,
,,STDL_AnkleCommon,3969,6398,73.78246,65.40148,49.40151,0,146.2301,51.40781,64.21698,146.2301,43.43199,64.24841,179.7404,,,,41.83176,62.88969,180.2359,,,,0,0,0.3789902,0,0,1.646928,0,0,
,,STDL_P1_Inflate,7407,8656,72.8047,65.51116,49.41435,0,146.222,51.40501,63.64717,146.222,43.43944,63.62815,179.7369,,,,41.82432,62.43098,180.2266,,,,0,0,0.3722659,0,0,1.645999,0,0,
,,STDL_P1_DeflateWait,8656,8809,72.44209,64.63306,49.4216,0,146.2137,51.39885,62.9028,146.2137,43.43218,62.905,179.7328,,,,41.8325,61.95603,180.2173,,,,0,0,0.3954275,0,0,1.628352,0,0,
,,STDL_P1_Deflate,9012,12852,72.56615,64.35963,49.427,0,146.2055,51.39605,62.48898,146.2055,43.4469,62.49385,179.7276,,,,41.85481,61.32557,180.2081,,,,0,0,0.373013,0,0,1.627609,0,0,
,,STDL_P1_OccVent,12864,12979,72.45844,65.66618,49.41732,0,146.1973,51.40949,61.91298,146.1973,43.41728,62.129,179.7217,,,,41.84049,60.8042,180.1989,,,,0,0,0.3997236,0,0,1.618693,0,0,
,,STDL_P1_Process,13182,13183,71.85011,66.73092,49.44039,0,146.189,51.40482,61.33492,146.189,43.43367,61.84929,179.7146,,,,41.8167,60.26193,180.1902,,,,0,0,0.3907578,0,0,1.611263,0,0,
,,STDL_P2_InitialInf,0,0,70.98877,66.91341,49.44095,0,146.1807,51.39754,60.5923,146.1807,43.44168,61.49738,179.7063,,,,41.84663,59.91723,180.1815,,,,0,0,0.3773091,0,0,1.616464,0,0,
,,STDL_P2_Inflate,0,0,71.21095,66.89933,49.43667,0,146.1725,51.40651,59.96007,146.1725,43.43497,60.94522,179.6974,,,,41.82729,59.44779,180.1728,,,,0,0,0.3999104,0,0,1.629095,0,0,
,,STDL_P2_DeflateWait,0,0,72.11885,65.9191,49.42179,0,146.1643,51.39138,59.52909,146.1643,43.44559,60.33063,179.6875,,,,41.81986,58.99565,180.1644,,,,0,0,0.3929992,0,0,1.626123,0,0,
,,STDL_P2_Deflate,0,0,72.31419,65.02127,49.43053,0,146.1563,51.39903,58.92715,146.1563,43.4441,59.60441,179.6772,,,,41.81521,58.57356,180.1562,,,,0,0,0.3922521,0,0,1.602346,0,0,
,,STDL_P2_OccVent,0,0,72.67725,64.76313,49.40821,0,146.1482,51.39586,58.59211,146.1482,43.43944,58.97342,179.6665,,,,41.82413,58.12567,180.1479,,,,0,0,0.4163476,0,0,1.615721,0,0,
,,STDL_P2_Process,0,0,72.76237,64.49155,49.38756,0,146.1403,51.37643,57.91612,146.1403,43.42324,58.31615,179.6555,,,,41.839,57.68496,180.1398,,,,0,0,0.4057007,0,0,1.594916,0,0,
,,STDL_AnkEmergOccVent,0,0,71.56355,63.50993,49.39779,0,146.1327,51.37811,57.59846,146.1327,43.44987,57.64466,179.6444,,,,41.82283,57.24806,180.1317,,,,0,0,0.387956,0,0,1.557764,0,0,
,,STDL_AnkEmergDetVent,0,0,70.11621,63.34874,49.38514,0,146.1259,51.36168,57.15556,146.1259,43.44559,56.99141,179.6329,,,,41.82878,56.58623,180.1236,,,,0,0,0.4193362,0,0,1.569653,0,0,
,,STDL_Abort,0,0,68.52163,63.66292,49.36282,0,146.1195,51.36149,56.89671,146.1195,43.42473,56.33074,179.6217,,,,41.81093,56.29308,180.1156,,,,0,0,0.3954275,0,0,1.554792,0,0,
,,STDL_Complete,13183,13184,68.38586,64.16022,49.39351,0,146.1138,51.35999,56.55691,146.1138,43.4441,55.66894,179.6107,,,,41.83306,55.60913,180.1076,,,,0,0,0.3872088,0,0,1.584513,0,0,
,,STDL_CalibrateAtmos,0,0,69.37659,65.03978,49.38961,0,146.1084,51.37961,56.20973,146.1084,43.44112,55.01036,179.5996,,,,41.81967,55.06281,180.0992,,,,0,0,0.3954275,0,0,1.581356,0,0,
,,STDL_CalibrateHold,0,0,69.4136,64.16011,49.41788,0,146.1032,51.36317,55.89445,146.1032,43.4469,54.35001,179.5888,,,,41.83324,54.33501,180.0909,,,,0,0,0.4146665,0,0,1.584513,0,0,
,,STDL_CalibrateMax,0,0,69.20983,63.04374,49.395,0,146.098,51.36672,55.56036,146.098,43.42603,53.68977,179.5778,,,,41.84644,53.68232,180.0826,,,,0,0,0.3862749,0,0,1.602903,0,0,
,,STDL_ADCTest,0,0,68.31604,61.75337,49.39872,0,146.0923,51.37662,55.22818,146.0923,43.43739,53.03005,179.567,,,,41.83677,53.04005,180.0744,,,,0,0,0.3982293,0,0,1.584513,0,0,
,,STDL_AutoZero,1,258,67.9913,60.36846,49.38366,0,146.0872,51.36242,54.681,146.0872,43.43069,52.36995,179.5565,,,,41.83306,52.36579,180.0659,,,,0,0,0.3857146,0,0,1.590458,0,0,
,,STDL_AutoZeroComplete,0,0,68.29179,59.90545,49.38905,0,146.0816,51.36149,54.27652,146.0816,43.42994,51.70992,179.5463,,,,41.82487,51.70938,180.0574,,,,0,0,0.3939332,0,0,1.587486,0,0,
,,STDL_FT_DivertTest,0,0,67.25269,60.30184,49.38291,0,146.076,51.37494,53.62857,146.076,43.43944,51.04997,179.5367,,,,41.82711,51.27174,180.0487,,,,0,0,0.3864617,0,0,1.599374,0,0,
,,STDL_FT_DivertSettle,0,0,66.29008,59.80716,49.39184,0,146.0705,51.36541,53.09536,146.0705,43.44857,50.60995,179.5269,,,,41.81986,50.6823,180.0399,,,,0,0,0.3909446,0,0,1.603647,0,0,
,,STDL_FT_AutoZeroWait,0,0,65.37792,60.35118,49.36003,0,146.0653,51.34001,52.56681,146.0653,43.41728,50.02328,179.5175,,,,41.82711,50.12114,180.0311,,,,0,0,0.4042065,0,0,1.61052,0,0,
,,STDL_FT_PreVentWait,0,0,64.25694,62.66809,49.38012,0,146.0603,51.34356,52.21692,146.0603,43.44093,49.46107,179.5084,,,,41.81818,49.37173,180.022,,,,0,0,0.3939332,0,0,1.61052,0,0,
,,STDL_FT_DumpVent,0,0,63.48865,63.40937,49.35333,0,146.0554,51.33907,51.96636,146.0554,43.45285,48.71143,179.4995,,,,41.83455,48.73839,180.0128,,,,0,0,0.3946803,0,0,1.63504,0,0,
,,STDL_FT_ROccVent,0,0,62.85658,63.98053,49.37324,0,146.0507,51.34449,51.37003,146.0507,43.43516,48.2986,179.4907,,,,41.83176,48.31042,180.0033,,,,0,0,0.4101836,0,0,1.629095,0,0,
,,STDL_FT_LOccVent,0,0,63.22338,64.26234,49.37566,0,146.0462,51.31834,50.9711,146.0462,43.45453,47.7237,179.4821,,,,41.81372,47.70685,179.9938,,,,0,0,0.4163476,0,0,1.61795,0,0,
,,STDL_FT_RDetVent,0,0,63.62101,64.95181,49.36356,0,146.0418,51.3288,50.55583,146.0418,43.44764,47.14458,179.4737,,,,41.82581,47.37189,179.9844,,,,0,0,0.3802978,0,0,1.60829,0,0,
,,STDL_FT_LDetVent,0,0,63.1037,66.9359,49.37342,0,146.0375,51.32805,50.08566,146.0375,43.45435,46.62229,179.4652,,,,41.82134,46.91639,179.9751,,,,0,0,0.4086893,0,0,1.629095,0,0,
,,STDL_FT_PostVentTopup,0,0,62.39396,69.21027,49.37714,0,146.0326,51.31292,49.65753,146.0326,43.45453,46.06352,179.4573,,,,41.81521,46.45171,179.9657,,,,0,0,0.4178419,0,0,1.618507,0,0,
,,STDL_FT_LeakTest,0,0,61.77437,72.00233,49.35761,0,146.0274,51.32432,48.99967,146.0274,43.47595,45.73013,179.4493,,,,41.81893,45.81333,179.9565,,,,0,0,0.3873957,0,0,1.612749,0,0,
,,STDL_FT_TopUpWait,0,0,62.39614,75.63604,49.33976,0,146.0214,51.34206,48.48095,146.0214,43.47837,45.03865,179.4413,,,,41.82859,45.29381,179.947,,,,0,0,0.3939332,0,0,1.611077,0,0,
,,STDL_FT_TopUp,0,0,62.78956,79.23555,49.33994,0,146.0146,51.32114,47.72605,146.0146,43.47372,44.51077,179.4333,,,,41.79439,44.75295,179.9377,,,,0,0,0.4043932,0,0,1.640241,0,0,
,,STDL_FT_Inflate,0,0,63.1687,82.26798,49.34273,0,146.0069,51.32731,47.08223,146.0069,43.49756,43.77318,179.4254,,,,41.82283,44.4067,179.9282,,,,0,0,0.3954275,0,0,1.634854,0,0,
,,STDL_FT_Deflate,0,0,63.23213,86.08212,49.33845,0,145.9983,51.32861,46.44308,145.9983,43.47763,43.12086,179.4173,,,,41.81001,43.71782,179.9185,,,,0,0,0.4088761,0,0,1.63281,0,0,
,,STDL_FT_BleedVent,0,0,62.60028,88.21626,49.33976,0,145.9889,51.29873,45.76379,145.9889,43.47987,42.7016,179.4093,,,,41.82506,43.19249,179.9092,,,,0,0,0.3922521,0,0,1.615721,0,0,
,,STDL_FT_OccDump,0,0,62.22791,88.39472,49.33827,0,145.9792,51.31386,45.1097,145.9792,43.4903,42.09855,179.4011,,,,41.81242,42.45234,179.8998,,,,0,0,0.4027121,0,0,1.609776,0,0,
,,STDL_FT_DetDump,0,0,61.32211,88.9863,49.34143,0,145.9698,51.31386,44.45219,145.9698,43.48881,41.76034,179.393,,,,41.8154,41.80088,179.8905,,,,0,0,0.3907578,0,0,1.6499,0,0,
,,STDL_FT_Process,0,0,61.84058,89.36836,49.35482,0,145.9604,51.30769,44.00856,145.9604,43.49458,41.08683,179.3846,,,,41.81837,41.3819,179.8814,,,,0,0,0.4014046,0,0,1.630581,0,0,
,,STDL_CL_Inflate,0,0,62.3181,89.73165,49.34292,0,145.9512,51.32712,43.42348,145.9512,43.49179,40.54857,179.3763,,,,41.82952,40.77837,179.8724,,,,0,0,0.3760017,0,0,1.60829,0,0,
,,STDL_CL_Hold,0,0,61.01051,90.23732,49.34589,0,145.9421,51.30994,43.08141,145.9421,43.47968,39.81191,179.3677,,,,41.81725,40.22039,179.8633,,,,0,0,0.3915049,0,0,1.623894,0,0,
,,STDL_CL_Isolate,0,0,60.47992,91.72742,49.33845,0,145.933,51.30321,42.62448,145.933,43.46496,39.16244,179.359,,,,41.83176,39.47355,179.8542,,,,0,0,0.3959878,0,0,1.638755,0,0,
,,STDL_CL_Measure,0,0,60.44993,92.8871,49.33696,0,145.9236,51.31068,42.38313,145.9236,43.47987,38.52097,179.3503,,,,41.81744,38.83744,179.8452,,,,0,0,0.3745074,0,0,1.620736,0,0,
,,,,,59.34359,93.27227,49.32655,0,145.9141,51.28696,41.81634,145.9141,43.47521,37.84511,179.3416,,,,41.83176,38.19046,179.8361,,,,0,0,0.3937464,0,0,1.627609,0,0,
