Description,Value,Timing,Start,End,RL_PVR,LL_PVR,RA_DET1,RA_BLD1,RA_OCS1,LA_DET1,LA_BLD1,LA_OCS1,RL_DET1,RL_BLD1,RL_OCS1,RL_DET2,RL_BLD2,RL_OCS2,LL_DET1,LL_BLD1,LL_OCS1,LL_DET2,LL_BLD2,LL_OCS2,TRADET,TRAOCC,TLADET,TLAOCC,TRLDET,TRLOCC,TLLDET,TLLOCC,
CALa_RLO__(V2),554261,STDA_P1_DeflateWait,0,0,128.6467,138.0594,52.63615,0,199.1743,49.788,92.23509,199.1743,43.59331,92.19141,178.0513,43.9584,92.0416,227.7256,44.63415,92.0247,178.0831,43.95074,92.59563,227.655,0,0,0,0,0,0,0,0,
CALp_LAD__(V4),1888931,STDA_P1_Deflate,0,0,127.0651,137.1825,52.62722,0,199.1605,49.7865,91.69945,199.1605,43.62535,91.60205,178.0397,43.95226,91.27496,227.7109,44.61704,91.2823,178.0716,43.91505,91.96939,227.6395,0,0,0,0,0,0,0,0,
CALp_LAO__(V6),1900288,STDA_P1_OccVent,0,0,125.3258,135.4227,52.64452,0,199.1472,49.78594,91.18198,199.1472,43.61249,91.26148,178.0283,43.91053,90.64949,227.6962,44.61834,90.87022,178.0604,43.9448,91.32183,227.6245,0,0,0,0,0,0,0,0,
CALp_RAD__(V5),1896785,STDA_P1_Process,0,0,122.7557,134.518,52.62592,0,199.1346,49.771,90.8255,199.1346,43.62609,90.80498,178.0177,43.91202,90.00201,227.6813,44.64084,90.51241,178.0494,43.93792,90.86228,227.6092,0,0,0,0,0,0,0,0,
CALp_RAO__(V6),1900288,STDA_P2_InitialInf,0,0,120.6299,133.0303,52.59746,0,199.1237,49.72916,90.57564,199.1237,43.62013,90.56284,178.0082,43.90923,89.32215,227.6663,44.62876,90.2283,178.0392,43.93736,90.2845,227.5938,0,0,0,0,0,0,0,0,
CALp_LLD__(V1),1894833,STDA_P2_Inflate,0,0,119.0218,131.0466,52.61625,0,199.1142,49.70731,89.98103,199.1142,43.63187,90.21643,177.9998,43.9083,88.67122,227.6515,44.59176,89.87698,178.0299,43.93792,89.72287,227.5781,0,0,0,0,0,0,0,0,
CALp_LLO__(V0),1904693,STDA_P2_DeflateWait,0,0,116.3848,128.8487,52.59746,0,199.1055,49.70824,89.36073,199.1055,43.61175,89.64808,177.9932,43.90084,88.2318,227.6368,44.62523,89.54589,178.0219,43.92695,88.96989,227.5626,0,0,0,0,0,0,0,0,
CALp_RLD__(V3),1895648,STDA_P2_Deflate,0,0,114.4733,125.9944,52.60583,0,199.097,49.70506,88.65247,199.097,43.62833,89.04245,177.9879,43.89209,87.86172,227.6223,44.63173,89.22372,178.0152,43.91189,88.55908,227.5473,0,0,0,0,0,0,0,0,
CALp_RLO__(V2),1900100,STDA_P2_OccVent,0,0,112.1808,122.879,52.59021,0,199.0874,49.70581,88.01141,199.0874,43.60653,88.31565,177.9842,43.90252,87.59491,227.6086,44.64679,88.66886,178.0101,43.94461,88.20394,227.5325,0,0,0,0,0,0,0,0,
CALo_LAD__(V4),-6578,STDA_P2_Process,0,0,108.9963,119.8563,52.56919,0,199.0764,49.70731,87.35487,199.0764,43.60523,87.68206,177.9818,43.89787,87.23614,227.5953,44.63861,88.04616,178.0059,43.92899,87.91763,227.5183,0,0,0,0,0,0,0,0,
CALo_LAO__(V6),-11712,STDA_AnkEmergOccVent,0,0,105.6213,114.9673,52.56398,0,199.0644,49.6961,86.68625,199.0644,43.61491,87.02672,177.9804,43.89489,86.90425,227.5826,44.64307,87.32625,178.0024,43.94257,87.56688,227.5046,0,0,0,0,0,0,0,0,
CALo_RAD__(V5),-12877,STDA_AnkEmergDetVent,0,0,101.9934,109.1343,52.56863,0,199.0512,49.7088,86.25084,199.0512,43.61473,86.35481,177.9799,43.87998,86.5851,227.5713,44.63266,86.69376,177.9997,43.93736,87.23615,227.4916,0,0,0,0,0,0,0,0,
CALo_RAO__(V6),-11712,STDA_Abort,0,0,97.57751,103.7714,52.56323,0,199.0373,49.69162,85.88398,199.0373,43.64379,85.70119,177.9799,43.88762,86.24849,227.5607,44.65032,86.03539,177.9979,43.93346,86.91355,227.4797,0,0,0,0,0,0,0,0,
CALo_LLD__(V1),-10648,STDA_Complete,23640,0,92.14875,98.58659,52.58035,0,199.0237,49.68564,85.61369,199.0237,43.6477,85.04091,177.9797,43.88538,85.69928,227.5515,44.65943,85.36513,177.9959,43.93494,86.57886,227.4686,0,0,0,0,0,0,0,0,
CALo_LLO__(V0),-17142,STDA_CalibrateAtmos,0,0,87.56367,94.46988,52.57439,0,199.0101,49.68433,85.03616,199.0101,43.649,84.37897,177.9794,43.88837,85.07762,227.5432,44.64009,84.71143,177.9944,43.92825,86.02952,227.458,0,0,0,0,0,0,0,0,
CALo_RLD__(V3),-11380,STDA_CalibrateHold,0,0,84.4532,90.20551,52.57161,0,198.9969,49.68639,84.63127,198.9969,43.65049,83.72036,177.9788,43.88837,84.35513,227.5357,44.64307,84.05064,177.9932,43.92175,85.40731,227.4483,0,0,0,0,0,0,0,0,
CALo_RLO__(V2),-1243,STDA_CalibrateMax,0,0,81.27618,86.35124,52.56491,0,198.9842,49.67443,83.99371,198.9842,43.67452,83.06008,177.9767,43.8919,83.72401,227.5291,44.64809,83.38907,177.9915,43.94033,84.68523,227.4391,0,0,0,0,0,0,0,0,
Type,Normal,STDA_ADCTest,0,0,77.04963,83.51187,52.57216,0,198.9719,49.6918,83.45371,198.9719,43.66856,82.3998,177.9732,43.85986,83.06559,227.5227,44.64753,82.73038,177.9889,43.92472,84.05402,227.4301,0,0,0,0,0,0,0,0,
Ability,V2.240,STDA_AutoZero,1,257,73.43472,80.80299,52.56361,0,198.9603,49.68881,82.70623,198.9603,43.68775,81.74008,177.9689,43.86229,82.39491,227.516,44.6704,82.07003,177.9856,43.95298,83.39552,227.421,0,0,0,0,0,0,0,0,
DataViewer,0.047,STDA_AutoZeroComplete,257,1045,70.86463,77.77491,52.57142,0,198.9488,49.68209,82.06455,198.9488,43.70433,81.07999,177.9633,43.877,81.74151,227.5092,44.67802,81.40983,177.9815,43.90687,82.72492,227.4112,0,0,0,0,0,0,0,0,
,,STDA_FT_DivertTest,0,0,69.32182,74.51102,52.561,0,198.9374,49.69927,81.4215,198.9374,43.69893,80.41996,177.9573,43.8472,81.08067,227.5014,44.68174,80.75008,177.9764,43.94312,82.29148,227.4011,0,0,0,0,0,0,0,0,
,,STDA_FT_DivertSettle,0,0,68.63805,71.96424,52.56491,0,198.9261,49.69927,80.9641,198.9261,43.70507,79.76001,177.9504,43.86378,80.63903,227.4929,44.70312,80.08998,177.9706,43.92007,81.70397,227.3902,0,0,0,0,0,0,0,0,
,,STDA_FT_AutoZeroWait,0,0,67.63935,70.16645,52.56174,0,198.9141,49.70077,80.38338,198.9141,43.69986,79.31998,177.9422,43.8554,80.05373,227.4832,44.69717,79.42996,177.9638,43.9381,81.36012,227.3784,0,0,0,0,0,0,0,0,
,,STDA_FT_PreVentWait,0,0,66.54238,68.88955,52.56919,0,198.9018,49.70002,80.04299,198.9018,43.71178,78.95332,177.9331,43.86378,79.71114,227.4723,44.71297,78.99001,177.9566,43.94331,80.90519,227.3657,0,0,0,0,0,0,0,0,
,,STDA_FT_DumpVent,0,0,65.68604,68.00686,52.56714,0,198.8891,49.70077,79.58349,198.8891,43.69464,78.68443,177.923,43.85633,79.25463,227.4597,44.71446,78.40331,177.9485,43.91784,80.66309,227.3519,0,0,0,0,0,0,0,0,
,,STDA_FT_ROccVent,0,0,64.66976,66.73357,52.5677,0,198.8757,49.67686,79.34328,198.8757,43.69315,78.3259,177.9117,43.87644,79.01317,227.446,44.69568,78.06109,177.9399,43.91338,80.31613,227.3372,0,0,0,0,0,0,0,0,
,,STDA_FT_LOccVent,0,0,63.267,65.53263,52.56416,0,198.8616,49.65463,78.99658,198.8616,43.70638,77.99454,177.8995,43.85633,78.66631,227.4308,44.71279,77.6048,177.9301,43.92156,79.96813,227.3214,0,0,0,0,0,0,0,0,
,,STDA_FT_RDetVent,0,0,62.05848,64.5682,52.56044,0,198.8469,49.66789,78.64778,198.8469,43.7019,77.67496,177.8861,43.86657,78.31803,227.414,44.71297,77.36306,177.9192,43.9223,79.65578,227.3052,0,0,0,0,0,0,0,0,
,,STDA_FT_LDetVent,0,0,61.29952,62.87028,52.56714,0,198.8319,49.65519,78.33588,198.8319,43.687,77.33846,177.872,43.87626,78.00584,227.3967,44.72022,77.01631,177.9071,43.93662,79.10001,227.2882,0,0,0,0,0,0,0,0,
,,STDA_FT_PostVentTopup,0,0,60.79498,61.06646,52.55133,0,198.8163,49.63577,78.00008,198.8163,43.69594,77.00932,177.8563,43.85558,77.67006,227.3785,44.6994,76.66805,177.8931,43.90985,78.47464,227.2714,0,0,0,0,0,0,0,0,
,,STDA_FT_LeakTest,0,0,59.91885,60.80667,52.53514,0,198.8005,49.64679,77.66791,198.8005,43.69893,76.68091,177.8391,43.85949,77.33797,227.3598,44.71372,76.3558,177.8777,43.92695,77.75681,227.2541,0,0,0,0,0,0,0,0,
,,STDA_FT_TopUpWait,0,0,58.94273,60.91822,52.54389,0,198.7845,49.61989,77.34129,198.7845,43.69315,76.34956,177.8206,43.86899,76.79129,227.3408,44.70981,76.02005,177.8608,43.91784,77.12383,227.2368,0,0,0,0,0,0,0,0,
,,STDA_FT_TopUp,0,0,58.91015,60.38691,52.55654,0,198.7683,49.63801,76.78976,198.7683,43.66689,76.01992,177.8003,43.85018,76.16644,227.3218,44.69513,75.68797,177.8423,43.91803,76.4651,227.2194,0,0,0,0,0,0,0,0,
,,STDA_FT_Inflate,0,0,59.19469,59.88262,52.54184,0,198.752,49.6565,76.16631,198.752,43.67583,75.69012,177.7788,43.84347,75.44524,227.3027,44.69513,75.36127,177.8227,43.92379,75.79524,227.2019,0,0,0,0,0,0,0,0,
,,STDA_FT_Deflate,0,0,60.20161,59.46469,52.55505,0,198.7357,49.65743,75.44579,198.7357,43.67806,75.35986,177.7568,43.83099,74.81432,227.2844,44.69791,75.02975,177.8026,43.91933,75.14139,227.1845,0,0,0,0,0,0,0,0,
,,STDA_FT_BleedVent,0,0,60.72215,58.73309,52.54463,0,198.7199,49.66024,74.81395,198.7199,43.68346,75.02997,177.7352,43.8554,74.15533,227.2663,44.70479,74.69966,177.7833,43.92007,74.48058,227.1674,0,0,0,0,0,0,0,0,
,,STDA_FT_OccDump,0,0,60.33296,58.25787,52.55672,0,198.7049,49.65519,74.15535,198.7049,43.69389,74.47998,177.715,43.87253,73.48496,227.2483,44.71223,74.15022,177.7655,43.91356,73.81907,227.1503,0,0,0,0,0,0,0,0,
,,STDA_FT_DetDump,0,0,60.65803,57.94617,52.55803,0,198.6914,49.66939,73.48503,198.6914,43.67843,73.85661,177.697,43.84794,72.83154,227.2308,44.71297,73.52654,177.7497,43.90464,73.16035,227.1336,0,0,0,0,0,0,0,0,
,,STDA_FT_Process,0,0,61.21177,58.25961,52.56621,0,198.6788,49.65668,73.05145,198.6788,43.67825,73.13552,177.6811,43.85036,72.17062,227.2137,44.73082,72.80547,177.7352,43.91784,72.5,227.1171,0,0,0,0,0,0,0,0,
,,STDA_CL_Inflate,0,0,60.86517,59.74205,52.58426,0,198.6666,49.63707,72.68394,198.6666,43.68402,72.50404,177.6672,43.8377,71.50904,227.1969,44.70163,72.17408,177.7218,43.91728,71.83981,227.1006,0,0,0,0,0,0,0,0,
,,STDA_CL_Hold,0,0,60.18362,59.95961,52.55598,0,198.6542,49.65781,72.41347,198.6542,43.69091,71.84539,177.6543,43.85018,70.8504,227.1805,44.71446,71.51537,177.7092,43.92175,71.18005,227.0844,0,0,0,0,0,0,0,0,
,,STDA_CL_Isolate,0,0,60.36937,58.28352,52.55003,0,198.642,49.61559,71.83628,198.642,43.6803,71.17498,177.6418,43.83602,70.19002,227.1641,44.70108,70.84497,177.6965,43.90668,70.51995,227.0682,0,0,0,0,0,0,0,0,
,,STDA_CL_Measure,0,0,60.42887,57.81519,52.53794,0,198.6297,49.62288,71.43123,198.6297,43.68421,70.52147,177.6298,43.84962,69.52982,227.1483,44.71149,70.19147,177.684,43.90743,69.85994,227.0528,0,0,0,0,0,0,0,0,
,,STDL_Idle,0,0,59.35216,58.79671,52.54631,0,198.6173,49.63801,71.01366,198.6173,43.70638,69.86061,177.618,43.84291,68.87008,227.133,44.70163,69.5306,177.6716,43.90743,69.41998,227.0378,0,0,0,0,0,0,0,0,
,,STDL_InitialInflate,309,1044,57.88935,59.24018,52.53068,0,198.6045,49.61914,70.54705,198.6045,43.69818,69.19902,177.6064,43.84347,68.20998,227.1179,44.71669,68.86902,177.6589,43.90613,68.83329,227.0232,0,0,0,0,0,0,0,0,
,,STDL_InitialPresHold,1044,1964,57.36348,59.26648,52.53886,0,198.5916,49.62157,69.89731,198.5916,43.67527,68.54037,177.5951,43.83248,67.54996,227.1035,44.72636,68.21037,177.6466,43.90892,68.49107,227.0086,0,0,0,0,0,0,0,0,
,,STDL_InitialTopUp,2066,2305,56.9261,57.6813,52.54091,0,198.5785,49.64548,69.16601,198.5785,43.6721,67.88,177.584,43.8539,67.11,227.0893,44.7271,67.55,177.6344,43.91189,67.81478,226.9946,0,0,0,0,0,0,0,0,
,,STDL_AR_Init,0,0,54.79669,55.19492,52.55282,0,198.5656,49.63876,68.55013,198.5656,43.69669,67.2198,177.573,43.84496,66.52331,227.0752,44.70628,66.88979,177.6221,43.91282,67.49971,226.9806,0,0,0,0,0,0,0,0,
,,STDL_Arm_TopUp,0,0,52.38158,52.74424,52.54259,0,198.5527,49.63502,67.88448,198.5527,43.68775,66.56005,177.5621,43.839,65.96109,227.0616,44.72989,66.23005,177.6097,43.90613,66.83518,226.9671,0,0,0,0,0,0,0,0,
,,STDL_Arm_Inflate,0,0,50.8924,50.34476,52.52603,0,198.54,49.63707,67.21354,198.54,43.69241,65.89995,177.5511,43.86825,65.43147,227.0481,44.72784,65.56995,177.5973,43.9104,66.50322,226.9535,0,0,0,0,0,0,0,0,
,,STDL_Arm_Deflate,0,0,49.08753,49.77199,52.52324,0,198.5271,49.6169,66.56271,198.5271,43.68402,65.23993,177.54,43.83621,64.87196,227.0349,44.73733,64.90993,177.5847,43.89423,65.84604,226.9402,0,0,0,0,0,0,0,0,
,,STDL_Arm_ProcessWait,0,0,46.83602,49.16711,52.54091,0,198.5146,49.60794,65.90025,198.5146,43.68495,64.57998,177.529,43.83155,64.5415,227.022,44.73361,64.24998,177.5724,43.91338,65.51481,226.9268,0,0,0,0,0,0,0,0,
,,STDL_Arm_Process,0,0,45.34145,47.66735,52.52454,0,198.5021,49.61391,65.23883,198.5021,43.69389,64.13995,177.5179,43.82205,63.84831,227.0086,44.74495,63.80995,177.5599,43.90166,64.85469,226.9137,0,0,0,0,0,0,0,0,
,,STDL_PVR,3414,3814,45.55588,46.85769,52.52398,0,198.4897,49.57805,64.5806,198.4897,43.68477,63.55329,177.5071,43.84347,63.32059,226.9954,44.71372,63.22329,177.5476,43.90836,64.30518,226.9003,0,0,0,0,0,0,0,0,
,,STDL_AnkleWait,3814,4445,45.95819,45.45034,52.5424,0,198.4772,49.56778,63.91989,198.4772,43.6708,63.21107,177.4965,43.81143,62.80347,226.9823,44.73361,62.66107,177.5355,43.90241,63.57156,226.887,0,0,0,0,0,0,0,0,
,,STDL_AnkleCommon,4445,7991,45.68469,44.13277,52.51878,0,198.4648,49.58104,63.25977,198.4648,43.68775,62.75477,177.4859,43.82857,62.22412,226.969,44.7403,61.91144,177.5234,43.9052,63.14381,226.8745,0,0,0,0,0,0,0,0,
,,STDL_P1_Inflate,9000,10351,45.21011,43.93859,52.5171,0,198.4523,49.55657,62.60009,198.4523,43.70414,62.29305,177.4752,43.81385,61.68272,226.9557,44.7271,61.2786,177.5111,43.90892,62.79351,226.8614,0,0,0,0,0,0,0,0,
,,STDL_P1_DeflateWait,10351,10504,45.21944,43.84671,52.53571,0,198.4398,49.53976,61.93992,198.4398,43.68123,61.87296,177.4645,43.82484,60.91677,226.9425,44.76001,60.63037,177.499,43.91412,62.28963,226.8487,0,0,0,0,0,0,0,0,
,,STDL_P1_Deflate,10707,14769,45.75336,43.78049,52.51041,0,198.4274,49.5504,61.27993,198.4274,43.7034,61.20693,177.4542,43.81143,60.28787,226.9295,44.73751,60.17347,177.4868,43.91356,61.64232,226.8356,0,0,0,0,0,0,0,0,
,,STDL_P1_OccVent,14781,14913,45.30728,43.41654,52.52547,0,198.4148,49.5491,60.61998,198.4148,43.70581,60.91098,177.4437,43.83397,59.86246,226.9164,44.73882,59.59415,177.4746,43.91431,60.92182,226.8227,0,0,0,0,0,0,0,0,
,,STDL_P1_Process,15116,15117,45.09325,43.02409,52.49478,0,198.4024,49.51996,59.95994,198.4024,43.69669,60.23029,177.4331,43.84068,59.2557,226.9034,44.75759,59.03266,177.4621,43.92249,60.29792,226.8098,0,0,0,0,0,0,0,0,
,,STDL_P2_InitialInf,15119,16687,45.18303,43.66784,52.53571,0,198.3901,49.5222,59.51995,198.3901,43.69538,59.68273,177.4226,43.82187,58.70201,226.8903,44.77098,58.28009,177.4499,43.92695,59.63402,226.7971,0,0,0,0,0,0,0,0,
,,STDL_P2_Inflate,17696,19890,44.62499,44.22521,52.53291,0,198.3777,49.54088,58.93329,198.3777,43.7034,59.17467,177.4119,43.84422,58.17339,226.8774,44.74495,57.86897,177.4378,43.90892,59.18459,226.7843,0,0,0,0,0,0,0,0,
,,STDL_P2_DeflateWait,19890,20043,44.69225,44.18871,52.51803,0,198.3655,49.51025,58.37106,198.3655,43.71904,58.5959,177.401,43.83006,57.83037,226.8645,44.75313,57.29391,177.4256,43.91951,58.60551,226.7716,0,0,0,0,0,0,0,0,
,,STDL_P2_Deflate,20246,22976,45.12123,43.9032,52.52454,0,198.3535,49.52519,57.62143,198.3535,43.69073,58.0511,177.3903,43.82559,57.35526,226.8513,44.75313,56.71432,177.4132,43.90892,58.26138,226.7588,0,0,0,0,0,0,0,0,
,,STDL_P2_OccVent,22988,23435,44.8111,43.63674,52.53347,0,198.3413,49.53994,56.98859,198.3413,43.68477,57.50722,177.3795,43.8323,56.68634,226.8387,44.74718,55.9724,177.401,43.90074,57.58382,226.746,0,0,0,0,0,0,0,0,
,,STDL_P2_Process,23638,23639,43.95495,43.61334,52.51506,0,198.3288,49.53191,56.34036,198.3288,43.70433,56.9514,177.3686,43.82187,56.19065,226.8256,44.74774,55.34021,177.3888,43.89497,57.05024,226.7332,0,0,0,0,0,0,0,0,
,,STDL_AnkEmergOccVent,0,0,43.41029,44.29886,52.52398,0,198.3167,49.5364,55.66346,198.3167,43.69594,56.40324,177.3577,43.82652,55.64408,226.8124,44.7574,54.90898,177.3766,43.90241,56.31181,226.7206,0,0,0,0,0,0,0,0,
,,STDL_AnkEmergDetVent,0,0,43.25938,45.05038,52.51208,0,198.3046,49.5364,55.23081,198.3046,43.69613,55.63396,177.3466,43.82578,55.07369,226.7993,44.75759,54.3072,177.3645,43.91412,55.66196,226.708,0,0,0,0,0,0,0,0,
,,STDL_Abort,0,0,43.05248,43.95759,52.50464,0,198.2924,49.53247,54.64488,198.2924,43.70265,55.00953,177.3356,43.83323,54.53614,226.7861,44.78269,53.75213,177.352,43.90464,55.24134,226.6951,0,0,0,0,0,0,0,0,
,,STDL_Complete,23639,23640,42.66213,42.64439,52.50241,0,198.2802,49.54686,54.07972,198.2802,43.69445,54.36224,177.3243,43.80696,53.98464,226.7728,44.78659,53.00277,177.3396,43.92751,54.63837,226.6823,0,0,0,0,0,0,0,0,
,,STDL_CalibrateAtmos,0,0,42.3562,41.68757,52.52752,0,198.268,49.54536,53.5518,198.268,43.69967,53.68191,177.3135,43.80342,53.43149,226.7596,44.75016,52.36737,177.3274,43.90966,54.30056,226.6693,0,0,0,0,0,0,0,0,
,,STDL_CalibrateHold,0,0,41.94988,40.46203,52.52752,0,198.2559,49.54237,52.99213,198.2559,43.69315,53.25123,177.3027,43.8159,52.66409,226.746,44.75592,51.94075,177.315,43.91412,53.62675,226.6564,0,0,0,0,0,0,0,0,
,,STDL_CalibrateMax,0,0,40.59647,40.26473,52.52845,0,198.2438,49.52425,52.66122,198.2438,43.70563,52.66513,177.2919,43.81963,52.04007,226.7326,44.75462,51.33696,177.303,43.91654,53.08856,226.6435,0,0,0,0,0,0,0,0,
,,STDL_ADCTest,0,0,39.66511,39.65849,52.52026,0,198.2315,49.52519,51.96838,198.2315,43.70712,52.09942,177.2812,43.81069,51.39189,226.7193,44.77395,51.00169,177.2909,43.91635,52.35196,226.6306,0,0,0,0,0,0,0,0,
,,STDL_AutoZero,1,257,39.37586,38.2018,52.51338,0,198.2193,49.52874,51.44058,198.2193,43.71029,51.35192,177.2704,43.81237,50.71202,226.7059,44.75908,50.32647,177.2789,43.90315,51.92242,226.6178,0,0,0,0,0,0,0,0,
,,STDL_AutoZeroComplete,0,0,38.89724,37.05008,52.53719,0,198.2069,49.54592,50.92339,198.2069,43.7101,50.93882,177.2597,43.81013,50.28133,226.693,44.77023,49.78838,177.267,43.90762,51.57431,226.6053,0,0,0,0,0,0,0,0,
,,STDL_FT_DivertTest,0,0,38.34492,36.23564,52.52603,0,198.1948,49.52444,50.34412,198.1948,43.71625,50.36339,177.2491,43.80715,49.91508,226.6801,44.76781,49.05218,177.255,43.89627,51.28957,226.5925,0,0,0,0,0,0,0,0,
,,STDL_FT_DivertSettle,0,0,38.02587,36.50032,52.54686,0,198.1824,49.53565,50.0227,198.1824,43.71401,50.00471,177.2387,43.7997,49.42281,226.6672,44.75815,48.40234,177.2432,43.89795,50.71544,226.58,0,0,0,0,0,0,0,0,
,,STDL_FT_AutoZeroWait,0,0,38.42038,37.46303,52.51729,0,198.17,49.5392,49.33007,198.17,43.70116,49.33564,177.2281,43.80398,48.77307,226.6543,44.79775,47.76097,177.2315,43.89051,50.31311,226.5676,0,0,0,0,0,0,0,0,
,,STDL_FT_PreVentWait,0,0,38.93109,38.08196,52.52008,0,198.1577,49.54163,48.79896,198.1577,43.68924,49.02125,177.2177,43.80175,48.05032,226.6415,44.77674,47.08516,177.2196,43.88586,49.6727,226.5555,0,0,0,0,0,0,0,0,
,,STDL_FT_DumpVent,0,0,40.2701,38.42253,52.5225,0,198.1458,49.52575,48.28391,198.1458,43.70134,48.35387,177.2075,43.79374,47.42873,226.6291,44.77823,46.42949,177.2078,43.90538,49.35375,226.5433,0,0,0,0,0,0,0,0,
,,STDL_FT_ROccVent,0,0,44.26992,41.09253,52.51933,0,198.1339,49.53415,47.70432,198.1339,43.70805,48.02359,177.197,43.7928,46.98404,226.6169,44.74997,45.77187,177.196,43.9104,48.89985,226.5312,0,0,0,0,0,0,0,0,
,,STDL_FT_LOccVent,0,0,50.14291,46.736,52.50241,0,198.1221,49.51996,47.1624,198.1221,43.7088,47.58624,177.1865,43.80175,46.6077,226.6045,44.77916,45.10884,177.1842,43.9091,48.42877,226.5191,0,0,0,0,0,0,0,0,
,,STDL_FT_RDetVent,0,0,57.04269,54.53671,52.50761,0,198.1103,49.53042,46.39687,198.1103,43.71532,47.1079,177.1757,43.80715,46.12683,226.5922,44.78492,44.45007,177.1722,43.89925,47.79412,226.5073,0,0,0,0,0,0,0,0,
,,STDL_FT_LDetVent,0,0,65.7548,63.95674,52.50241,0,198.0983,49.52052,45.98786,198.0983,43.68365,46.47258,177.1654,43.81013,45.69286,226.58,44.76856,43.79026,177.16,43.91561,47.27425,226.4956,0,0,0,0,0,0,0,0,
,,STDL_FT_PostVentTopup,0,0,75.87792,73.78716,52.50371,0,198.0865,49.51398,45.41571,198.0865,43.69166,45.95557,177.1549,43.79653,45.04246,226.5679,44.76949,43.12973,177.1482,43.9104,46.95238,226.4836,0,0,0,0,0,0,0,0,
