Description,Value,Timing,Start,End,RL_PVR,LL_PVR,RA_DET1,RA_BLD1,RA_OCS1,LA_DET1,LA_BLD1,LA_OCS1,RL_DET1,RL_BLD1,RL_OCS1,RL_DET2,RL_BLD2,RL_OCS2,LL_DET1,LL_BLD1,LL_OCS1,LL_DET2,LL_BLD2,LL_OCS2,TRADET,TRAOCC,TLADET,TLAOCC,TRLDET,TRLOCC,TLLDET,TLLOCC,
CALa_RLD__(V3),553544,STDA_P1_Inflate,0,0,48.38711,59.44172,51.45699,0,184.3345,50.89153,92.59492,184.3345,43.88464,91.96993,175.3576,47.79213,91.96993,223.7814,41.26027,91.96993,176.3305,,,,0,0,0,0,0,0,0,0,
CALa_RLO__(V2),554261,STDA_P1_DeflateWait,0,0,52.82167,63.42477,51.43858,0,184.3173,50.88911,92.18958,184.3173,43.87272,91.31009,175.3372,47.80386,91.31009,223.7559,41.26101,91.31009,176.3123,,,,0,0,0,0,0,0,0,0,
CALp_LAD__(V4),1888931,STDA_P1_Deflate,0,0,57.68965,67.96529,51.44007,0,184.3,50.90125,91.6153,184.3,43.87793,90.64997,175.3171,47.79361,90.64997,223.7307,41.27012,90.64997,176.2943,,,,0,0,0,0,0,0,0,0,
CALp_LAO__(V6),1900288,STDA_P1_OccVent,0,0,63.40692,74.09393,51.44509,0,184.2823,50.89807,91.03327,184.2823,43.86229,89.99,175.297,47.78896,89.99,223.7059,41.27012,89.99,176.2765,,,,0,0,0,0,0,0,0,0,
CALp_RAD__(V5),1896785,STDA_P1_Process,0,0,69.42214,80.30795,51.45253,0,184.2645,50.90274,90.29272,184.2645,43.85334,89.33002,175.2769,47.80684,89.33002,223.6815,41.28184,89.55002,176.2589,,,,0,0,0,0,0,0,0,0,
CALp_RAO__(V6),1900288,STDA_P2_InitialInf,0,0,74.85267,84.92984,51.44881,0,184.2464,50.93785,89.66043,184.2464,43.86173,88.88999,175.257,47.79715,88.67,223.6571,41.2744,88.96333,176.2413,,,,0,0,0,0,0,0,0,0,
CALp_LLD__(V1),1894833,STDA_P2_Inflate,0,0,79.20486,89.0215,51.45123,0,184.2285,50.9132,89.0088,184.2285,43.85651,88.30334,175.2368,47.7979,88.01,223.6324,41.27291,88.40112,176.2238,,,,0,0,0,0,0,0,0,0,
CALp_LLO__(V0),1904693,STDA_P2_DeflateWait,0,0,82.92441,93.77031,51.46592,0,184.2101,50.90704,88.55399,184.2101,43.85931,87.74111,175.217,47.81001,87.35001,223.6077,41.28258,87.87148,176.2066,,,,0,0,0,0,0,0,0,0,
CALp_RLD__(V3),1895648,STDA_P2_Deflate,0,0,84.95641,97.81826,51.47727,0,184.1914,50.92516,87.9744,184.1914,43.86676,86.99148,175.1974,47.79641,86.69,223.583,41.27143,87.53197,176.1893,,,,0,0,0,0,0,0,0,0,
CALp_RLO__(V2),1900100,STDA_P2_OccVent,0,0,86.87096,100.9693,51.47709,0,184.1722,50.91974,87.4124,184.1722,43.85334,86.35864,175.1776,47.79566,86.03001,223.5584,41.27607,87.05486,176.1718,,,,0,0,0,0,0,0,0,0,
CALo_LAD__(V4),-10981,STDA_P2_Process,0,0,89.49769,104.1163,51.4609,0,184.1534,50.91675,86.66026,184.1534,43.85781,85.71041,175.1577,47.80088,85.37,223.5335,41.2731,86.3861,176.1548,,,,0,0,0,0,0,0,0,0,
CALo_LAO__(V6),-14668,STDA_AnkEmergOccVent,0,0,91.05967,106.8134,51.47039,0,184.1344,50.91021,86.24902,184.1344,43.84739,85.03351,175.1379,47.80013,84.71001,223.5088,41.27514,85.89098,176.1377,,,,0,0,0,0,0,0,0,0,
CALo_RAD__(V5),-16094,STDA_AnkEmergDetVent,0,0,92.8924,109.8976,51.48174,0,184.1157,50.90199,85.6739,184.1157,43.87514,84.38085,175.1181,47.79194,84.27,223.4839,41.28054,85.34398,176.1204,,,,0,0,0,0,0,0,0,0,
CALo_RAO__(V6),-14668,STDA_Abort,0,0,95.02158,113.5877,51.46592,0,184.0968,50.91824,85.09439,184.0968,43.87123,83.72159,175.0985,47.81205,83.68333,223.4592,41.28351,84.77368,176.1034,,,,0,0,0,0,0,0,0,0,
CALo_LLD__(V1),-14129,STDA_Complete,22916,0,97.67287,116.9465,51.45104,0,184.0786,50.90498,84.35244,184.0786,43.86843,83.05865,175.0788,47.79063,83.12112,223.4348,41.28425,84.01621,176.0864,,,,0,0,0,0,0,0,0,0,
CALo_LLO__(V0),-19317,STDA_CalibrateAtmos,0,0,100.0262,119.8795,51.44769,0,184.0607,50.90704,83.94024,184.0607,43.86601,82.40036,175.0592,47.78318,82.59148,223.4106,41.29466,83.39129,176.0697,,,,0,0,0,0,0,0,0,0,
CALo_RLD__(V3),-14813,STDA_CalibrateHold,0,0,103.0802,121.39,51.43616,0,184.0432,50.92366,83.58235,184.0432,43.8513,81.7402,175.04,47.79138,82.03197,223.3864,41.29374,82.9604,176.0531,,,,0,0,0,0,0,0,0,0,
CALo_RLO__(V2),-6424,STDA_CalibrateMax,0,0,106.7731,122.0687,51.44062,0,184.0262,50.89732,83.07834,184.0262,43.84682,81.07973,175.0209,47.80852,81.48152,223.3628,41.26696,82.35596,176.0363,,,,0,0,0,0,0,0,0,0,
Type,Normal,STDA_ADCTest,0,0,109.7969,122.7585,51.43635,0,184.0092,50.90274,82.65364,184.0092,43.85204,80.4201,175.0017,47.80088,80.93499,223.3393,41.29745,81.80255,176.0196,,,,0,0,0,0,0,0,0,0,
Ability,V2.240,STDA_AutoZero,1,257,113.2873,123.2168,51.44807,0,183.9927,50.90255,82.00478,183.9927,43.85204,79.76001,174.9826,47.8115,80.38283,223.3164,41.27812,81.27297,176.0031,,,,0,0,0,0,0,0,0,0,
DataViewer,0.047,STDA_AutoZeroComplete,257,1164,116.3973,123.4062,51.43244,0,183.9769,50.89004,81.47892,183.9769,43.85651,79.31995,174.9635,47.78914,79.83311,223.2938,41.24633,80.9305,175.9868,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_DivertTest,0,0,119.1472,123.8591,51.43914,0,183.9617,50.88556,80.94578,183.9617,43.85781,78.73335,174.9445,47.80628,79.06364,223.2712,41.27589,80.45534,175.9708,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_DivertSettle,0,0,120.9654,123.2517,51.43169,0,183.947,50.87286,80.59649,183.947,43.84682,78.1711,174.9254,47.79045,78.43987,223.2491,41.28778,80.00626,175.9548,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_AutoZeroWait,0,0,121.8985,121.7964,51.42426,0,183.9339,50.87267,80.12706,183.9339,43.85204,77.64146,174.9064,47.78225,78.01221,223.2273,41.29076,79.36403,175.9384,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_PreVentWait,0,0,121.2751,120.9443,51.42797,0,183.9223,50.86221,79.67644,183.9223,43.86471,77.08197,174.8875,47.80405,77.40524,223.2057,41.27514,78.84187,175.9223,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_DumpVent,0,0,119.414,120.006,51.44434,0,183.912,50.88612,79.25333,183.912,43.86005,76.53151,174.8683,47.79883,76.85243,223.1847,41.2731,78.08405,175.906,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_ROccVent,0,0,117.2467,118.5336,51.41607,0,183.9031,50.85717,79.0256,183.9031,43.82801,75.76498,174.8489,47.80088,76.32329,223.1643,41.28648,77.44332,175.8896,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_LOccVent,0,0,114.0628,116.7247,51.425,0,183.895,50.86165,78.65845,183.895,43.85036,75.13949,174.8295,47.78598,75.98032,223.1446,41.28555,76.80309,175.8732,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_RDetVent,0,0,110.971,114.4801,51.43765,0,183.8876,50.88014,78.09913,183.8876,43.83546,74.492,174.8099,47.78896,75.72534,223.1256,41.30043,76.34348,175.8568,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_LDetVent,0,0,108.1076,111.1425,51.41905,0,183.8803,50.86763,77.49439,183.8803,43.86452,73.81216,174.7901,47.80256,75.34965,223.1072,41.27235,75.7633,175.8404,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_PostVentTopup,0,0,105.1795,108.5343,51.43635,0,183.873,50.851,76.76399,183.873,43.85558,73.16122,174.7704,47.78691,75.0251,223.089,41.29764,75.42329,175.8242,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_LeakTest,0,0,101.5047,105.6499,51.43114,0,183.8656,50.87939,76.3525,183.8656,43.83621,72.72179,174.7505,47.8046,74.7067,223.0711,41.29894,74.96336,175.8079,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_TopUpWait,0,0,98.10009,100.8424,51.41607,0,183.8581,50.85399,75.9903,183.8581,43.84739,72.13172,174.7307,47.78076,74.36714,223.0536,41.29615,74.50331,175.792,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_TopUp,0,0,95.63048,94.91118,51.41458,0,183.8501,50.84596,75.70892,183.8501,43.84906,71.79157,174.711,47.79659,74.03964,223.0365,41.30136,74.08331,175.7762,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_Inflate,0,0,93.19375,89.01368,51.40491,0,183.8422,50.8652,75.35724,183.8422,43.84813,71.11503,174.691,47.79659,73.49116,223.0191,41.30191,73.63666,175.7606,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_Deflate,0,0,91.17743,84.32266,51.4183,0,183.8343,50.83326,75.02548,183.8343,43.84813,70.57944,174.671,47.78542,72.86598,223.002,41.31549,73.41442,175.7447,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_BleedVent,0,0,88.76711,79.66002,51.425,0,183.8264,50.83699,74.70388,183.8264,43.84515,70.06201,174.6512,47.80628,72.14559,222.9852,41.30954,72.83146,175.729,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_OccDump,0,0,86.29021,75.5349,51.4237,0,183.8192,50.8482,74.36887,183.8192,43.84608,69.48549,174.6315,47.78914,71.51424,222.9682,41.29968,72.41418,175.7135,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_DetDump,0,0,85.15333,73.7878,51.39096,0,183.8123,50.84895,73.8194,183.8123,43.82671,69.16231,174.6121,47.80628,70.85527,222.9513,41.31307,72.00668,175.6982,,,,0,0,0,0,0,0,0,0,
,,STDA_FT_Process,0,0,84.51095,73.91834,51.39989,0,183.8057,50.85866,73.19738,183.8057,43.83267,68.46993,174.5923,47.81075,70.18504,222.9346,41.30191,71.53744,175.6826,,,,0,0,0,0,0,0,0,0,
,,STDA_CL_Inflate,0,0,83.55209,73.85853,51.40658,0,183.7996,50.8624,72.47522,183.7996,43.83267,67.93924,174.573,47.80926,69.53152,222.9179,41.31177,70.8861,175.6674,,,,0,0,0,0,0,0,0,0,
,,STDA_CL_Hold,0,0,83.49571,74.43348,51.39096,0,183.7938,50.85025,71.844,183.7938,43.84887,67.42383,174.554,47.77946,68.87061,222.9008,41.28946,70.37674,175.652,,,,0,0,0,0,0,0,0,0,
,,STDA_CL_Isolate,0,0,83.65302,76.6256,51.41105,0,183.7881,50.83382,71.18553,183.7881,43.84682,67.06433,174.5349,47.81522,68.20905,222.8838,41.29485,69.83343,175.637,,,,0,0,0,0,0,0,0,0,
,,STDA_CL_Measure,0,0,82.75761,77.24957,51.41458,0,183.7825,50.84203,70.73492,183.7825,43.84887,66.59579,174.5159,47.81075,67.55039,222.8669,41.29448,69.48542,175.6218,,,,0,0,0,0,0,0,0,0,
,,STDL_Idle,0,0,82.44621,75.57649,51.39896,0,183.7771,50.84521,70.37482,183.7771,43.8377,66.14798,174.497,47.80256,66.89001,222.8495,41.28872,68.79853,175.6067,,,,0,0,0,0,0,0,0,0,
,,STDL_InitialInflate,309,1163,82.0406,75.94385,51.39598,0,183.7712,50.83755,70.10509,183.7712,43.84441,65.5027,174.4778,47.80479,66.22982,222.8322,41.27682,68.49245,175.5915,,,,0,0,0,0,0,0,0,0,
,,STDL_InitialPresHold,1163,2185,81.87827,76.42802,51.38482,0,183.7651,50.84054,69.74493,183.7651,43.85036,64.98215,174.459,47.80312,65.57008,222.8151,41.30787,67.82547,175.5762,,,,0,0,0,0,0,0,0,0,
,,STDL_InitialTopUp,2287,2595,82.07703,75.39461,51.39766,0,183.759,50.84446,69.41494,183.759,43.84887,64.44427,174.4401,47.80982,64.90997,222.7974,41.28481,67.27215,175.5608,,,,0,0,0,0,0,0,0,0,
,,STDL_AR_Init,0,0,81.40501,74.78948,51.39542,0,183.7525,50.84428,68.87498,183.7525,43.84608,63.87638,174.4211,47.82565,64.24995,222.7796,41.3034,66.54336,175.5454,,,,0,0,0,0,0,0,0,0,
,,STDL_Arm_TopUp,0,0,80.75868,72.19733,51.38352,0,183.7458,50.8355,68.24495,183.7458,43.84906,63.33427,174.4025,47.80479,63.59,222.7618,41.29913,65.89366,175.5302,,,,0,0,0,0,0,0,0,0,
,,STDL_Arm_Inflate,0,0,80.33291,69.25706,51.38649,0,183.7389,50.8114,67.52496,183.7389,43.87123,62.78497,174.3838,47.80032,62.92998,222.7437,41.27812,65.46972,175.5148,,,,0,0,0,0,0,0,0,0,
,,STDL_Arm_Deflate,0,0,80.11034,68.29308,51.39021,0,183.7316,50.81682,66.89497,183.7316,43.85204,62.23187,174.3653,47.80535,62.26998,222.7258,41.28128,64.86891,175.4994,,,,0,0,0,0,0,0,0,0,
,,STDL_Arm_ProcessWait,0,0,79.31558,68.27193,51.38352,0,183.724,50.83475,66.23495,183.724,43.84664,61.90371,174.3466,47.81131,61.60999,222.7076,41.28407,64.53076,175.4843,,,,0,0,0,0,0,0,0,0,
,,STDL_Arm_Process,0,0,79.27042,68.45574,51.39244,0,183.7154,50.83326,65.56496,183.7154,43.84385,61.20685,174.3283,47.81746,60.94998,222.6892,41.27291,63.85646,175.4688,,,,0,0,0,0,0,0,0,0,
,,STDL_PVR,3704,4104,79.92139,69.45988,51.37012,0,183.7064,50.81925,64.91163,183.7064,43.84813,60.68081,174.31,47.82919,60.28998,222.6705,41.285,63.31871,175.4533,,,,0,0,0,0,0,0,0,0,
,,STDL_AnkleWait,4104,4799,79.72698,70.88306,51.38631,0,183.6968,50.81831,64.25051,183.6968,43.83788,60.16379,174.2915,47.78821,59.62998,222.6515,41.28351,62.58198,175.438,,,,0,0,0,0,0,0,0,0,
,,STDL_AnkleCommon,4799,8125,79.67086,72.49271,51.37701,0,183.6866,50.83606,63.58903,183.6866,43.84068,59.58382,174.2727,47.80405,58.96998,222.6324,41.28276,61.93238,175.4224,,,,0,0,0,0,0,0,0,0,
,,STDL_P1_Inflate,9134,10488,80.42348,74.51967,51.38575,0,183.6761,50.81981,62.93039,183.6761,43.83695,59.0428,174.254,47.80162,58.30998,222.6136,41.31623,61.29102,175.407,,,,0,0,0,0,0,0,0,0,
,,STDL_P1_DeflateWait,10488,10641,80.894,75.76034,51.36176,0,183.6657,50.85025,62.26998,183.6657,43.83248,58.4968,174.235,47.80386,57.64998,222.5947,41.27217,60.83513,175.3915,,,,0,0,0,0,0,0,0,0,
,,STDL_P1_Deflate,10844,14843,80.28959,76.29526,51.36343,0,183.6558,50.83998,61.8298,183.6558,43.83844,57.94114,174.216,47.78747,56.98998,222.5757,41.28333,60.47285,175.3759,,,,0,0,0,0,0,0,0,0,
,,STDL_P1_OccVent,14855,14991,79.8907,76.89478,51.36715,0,183.6461,50.82429,61.46339,183.6461,43.83844,57.39359,174.197,47.82174,56.32998,222.5567,41.29615,60.20633,175.36,,,,0,0,0,0,0,0,0,0,
,,STDL_P1_Process,15194,15195,79.16749,77.08414,51.36845,0,183.6362,50.81607,61.19439,183.6362,43.83844,56.62384,174.1778,47.78747,55.88998,222.5375,41.28704,59.62477,175.3441,,,,0,0,0,0,0,0,0,0,
,,STDL_P2_InitialInf,15197,16646,78.00452,76.85275,51.34557,0,183.6268,50.83307,60.61586,183.6268,43.83416,55.99952,174.1586,47.81299,55.30332,222.5185,41.29095,59.00132,175.3285,,,,0,0,0,0,0,0,0,0,
,,STDL_P2_Inflate,17655,19514,77.38332,76.18443,51.34018,0,183.6172,50.82336,60.21121,183.6172,43.84403,55.35232,174.1394,47.80051,54.96109,222.4996,41.28797,58.51081,175.3129,,,,0,0,0,0,0,0,0,0,
,,STDL_P2_DeflateWait,19514,19667,76.74519,74.66632,51.34259,0,183.6075,50.80393,59.57382,183.6075,43.83174,54.67189,174.1199,47.81205,54.2848,222.4807,41.29689,57.94563,175.2972,,,,0,0,0,0,0,0,0,0,
,,STDL_P2_Deflate,19870,22197,75.41454,73.37233,51.3359,0,183.5978,50.80318,59.03363,183.5978,43.84441,54.02124,174.1005,47.79492,53.74974,222.4619,41.27682,57.38592,175.2816,,,,0,0,0,0,0,0,0,0,
,,STDL_P2_OccVent,22209,22711,73.42442,71.84667,51.33794,0,183.588,50.81234,58.28622,183.588,43.82895,53.58182,174.0806,47.78169,53.01188,222.4428,41.2863,56.84745,175.2655,,,,0,0,0,0,0,0,0,0,
,,STDL_P2_Process,22914,22915,70.96223,68.98728,51.33887,0,183.5781,50.80412,57.64456,183.5781,43.84366,52.99165,174.0595,47.79659,52.36214,222.4239,41.31846,56.293,175.2488,,,,0,0,0,0,0,0,0,0,
,,STDL_AnkEmergOccVent,0,0,67.97697,66.30845,51.34315,0,183.5682,50.80692,57.00147,183.5682,43.83714,52.43157,174.0377,47.80758,51.72125,222.4051,41.29745,55.74213,175.2312,,,,0,0,0,0,0,0,0,0,
,,STDL_AnkEmergDetVent,0,0,65.57439,64.80776,51.34911,0,183.5585,50.81383,56.54408,183.5585,43.83714,51.90168,174.015,47.81652,51.04509,222.386,41.29392,55.19419,175.2126,,,,0,0,0,0,0,0,0,0,
,,STDL_Abort,0,0,64.25542,63.83046,51.34408,0,183.5486,50.83008,56.18337,183.5486,43.84832,51.34164,173.9913,47.78821,50.38949,222.3671,41.28276,54.86311,175.1924,,,,0,0,0,0,0,0,0,0,
,,STDL_Complete,22915,22916,63.08146,62.59933,51.34762,0,183.5388,50.83232,55.69631,183.5388,43.81106,50.79163,173.9666,47.77871,49.73194,222.3484,41.30805,54.38648,175.171,,,,0,0,0,0,0,0,0,0,
,,STDL_CalibrateAtmos,0,0,61.68494,61.83228,51.3478,0,183.529,50.82037,55.04125,183.529,43.84366,50.02498,173.9413,47.80181,49.28884,222.3295,41.29076,53.93459,175.1487,,,,0,0,0,0,0,0,0,0,
,,STDL_CalibrateHold,0,0,60.09504,61.88453,51.35059,0,183.5192,50.80916,54.32031,183.5192,43.83248,49.61942,173.9148,47.80833,48.70343,222.3109,41.27831,53.51473,175.125,,,,0,0,0,0,0,0,0,0,
,,STDL_CalibrateMax,0,0,59.07863,61.34735,51.34408,0,183.5093,50.82653,53.69929,183.5093,43.80938,49.04534,173.8878,47.80237,48.3614,222.2921,41.29448,53.06527,175.1006,,,,0,0,0,0,0,0,0,0,
,,STDL_ADCTest,0,0,59.03795,60.55381,51.34762,0,183.4993,50.81084,53.03362,183.4993,43.83565,48.68325,173.8598,47.81448,47.68456,222.2735,41.29448,52.62486,175.0752,,,,0,0,0,0,0,0,0,0,
,,STDL_AutoZero,1,257,58.62674,60.27802,51.34855,0,183.4895,50.81887,52.36441,183.4895,43.82596,48.016,173.8315,47.79659,47.3698,222.2551,41.26269,51.96828,175.0491,,,,0,0,0,0,0,0,0,0,
,,STDL_AutoZeroComplete,0,0,58.66059,60.25834,51.34929,0,183.4799,50.81159,51.71244,183.4799,43.82503,47.48153,173.8027,47.8046,46.70525,222.2363,41.29745,51.4528,175.0228,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_DivertTest,0,0,59.79903,60.62768,51.33887,0,183.4702,50.81813,51.27016,183.4702,43.82149,46.96026,173.7735,47.79958,46.1532,222.2177,41.28202,50.91532,174.9957,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_DivertSettle,0,0,61.06873,61.13346,51.35506,0,183.4605,50.79496,50.68233,183.4605,43.83342,46.38593,173.744,47.79808,45.64275,222.1987,41.28109,50.34547,174.9689,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_AutoZeroWait,0,0,62.06165,60.85273,51.34389,0,183.451,50.81514,50.12164,183.451,43.81385,45.84257,173.7147,47.81764,45.06707,222.1801,41.28035,50.02453,174.9423,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_PreVentWait,0,0,62.84527,59.51731,51.33422,0,183.4412,50.80991,49.59138,183.4412,43.83397,45.07625,173.6858,47.78914,44.74101,222.1619,41.30285,49.32844,174.9158,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_DumpVent,0,0,64.96394,59.17899,51.34259,0,183.4316,50.81757,49.03178,183.4316,43.81609,44.66825,173.6568,47.80181,44.27028,222.1432,41.29076,48.79948,174.8898,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_ROccVent,0,0,66.76273,59.37481,51.34259,0,183.4218,50.8213,48.4816,183.4218,43.81702,44.09569,173.6282,47.8128,43.81279,222.1248,41.26938,48.28415,174.8645,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_LOccVent,0,0,67.54209,59.53347,51.33218,0,183.4121,50.79216,47.71492,183.4121,43.82652,43.5134,173.6003,47.80088,43.39469,222.1062,41.30266,47.70403,174.8396,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_RDetVent,0,0,69.11394,59.50739,51.31934,0,183.4023,50.80542,47.08944,183.4023,43.81777,42.99245,173.5723,47.80833,42.72592,222.0878,41.29522,47.16255,174.8154,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_LDetVent,0,0,70.55009,59.00446,51.34985,0,183.3923,50.80094,46.44199,183.3923,43.83118,42.43385,173.5452,47.81951,42.21113,222.0692,41.30043,46.39691,174.792,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_PostVentTopup,0,0,72.18888,59.09219,51.32827,0,183.3825,50.80188,45.98211,183.3825,43.83118,42.0999,173.5188,47.80367,41.45725,222.0506,41.2915,45.98783,174.7694,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_LeakTest,0,0,73.00646,58.56488,51.32846,0,183.3727,50.80841,45.40451,183.3727,43.81833,41.62873,173.4934,47.78896,40.81143,222.032,41.28035,45.63577,174.7475,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_TopUpWait,0,0,73.58651,58.81487,51.31785,0,183.363,50.7987,45.06287,183.363,43.85502,41.39416,173.4687,47.79958,40.17327,222.0133,41.29076,45.34684,174.7261,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_TopUp,0,0,74.15281,59.38695,51.32529,0,183.3533,50.80617,44.38316,183.3533,43.8364,41.0476,173.4443,47.78244,39.49398,221.9943,41.29634,44.77681,174.7056,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_Inflate,0,0,72.77694,59.7904,51.3119,0,183.3435,50.7705,43.85018,183.3435,43.82895,40.47683,173.4207,47.80181,38.83956,221.9751,41.29819,44.37314,174.6856,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_Deflate,0,0,71.8058,59.57267,51.32232,0,183.3338,50.79216,43.11207,183.3338,43.83099,39.87286,173.3977,47.79659,38.18227,221.9556,41.30563,43.73226,174.6668,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_BleedVent,0,0,71.80925,58.01627,51.31934,0,183.3241,50.77647,42.46181,183.3241,43.81535,39.36576,173.3752,47.80237,37.51861,221.936,41.285,43.41407,174.6487,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_OccDump,0,0,71.04786,57.89484,51.30595,0,183.3143,50.78768,41.82135,183.3143,43.82131,39.02515,173.3531,47.8046,36.86015,221.9162,41.29522,42.95982,174.6314,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_DetDump,0,0,69.73878,58.27849,51.32027,0,183.3047,50.80113,41.14508,183.3047,43.82671,38.54126,173.3314,47.79734,36.20034,221.8963,41.29095,42.48872,174.6147,,,,0,0,0,0,0,0,0,0,
,,STDL_FT_Process,0,0,68.96001,57.98364,51.32158,0,183.2949,50.79889,40.70941,183.2949,43.82745,38.09739,173.3102,47.78765,35.5397,221.876,41.28481,42.0742,174.599,,,,0,0,0,0,0,0,0,0,
,,STDL_CL_Inflate,0,0,68.42672,57.76899,51.33962,0,183.2851,50.80113,40.12528,183.2851,43.8431,37.6746,173.289,47.80758,34.88007,221.8557,41.28351,41.62758,174.5838,,,,0,0,0,0,0,0,0,0,
